债券代码,债券简称,申购日期,申购代码,申购上限,正股代码,正股简称,正股价,转股价,转股价值,债现价,转股溢价率,原股东配售-股权登记日,原股东配售-每股配售额,发行规模,中签号发布日,中签率,上市时间,信用评级
123249,英搏转债,2024-10-24,370681,100,300681,英搏尔,32.22,17.43,184.9111,211.909,14.61,2024-10-23,3.2385,8.171597,2024-10-28,0.0034318708,2024-11-11,AA
113690,豪24转债,2024-10-23,754809,100,603809,豪能股份,15.61,6.33,246.4455,283.769,15.14,2024-10-22,0.945,5.5,2024-10-25,0.00131908,2024-11-20,AA-
113688,国检转债,2024-10-17,754060,100,603060,国检集团,7.31,6.52,112.1166,138.658,23.67,2024-10-16,0.995,8.0,2024-10-21,0.00202207,2024-11-12,AA+
113689,洛凯转债,2024-10-17,754829,100,603829,洛凯股份,19.22,15.33,125.3751,154.064,22.94,2024-10-16,2.521,4.03431,2024-10-21,0.00053307,2024-11-11,AA-
118050,航宇转债,2024-08-21,718239,100,688239,航宇科技,37.42,24.97,149.8198,177.617,18.73,2024-08-20,4.532,6.67,2024-08-23,0.00327929,2024-09-10,AA-
123248,恒辉转债,2024-08-21,370952,100,300952,恒辉安防,29.77,,,100.0,,2024-08-20,3.4392,5.0,2024-08-23,0.000912737,2024-09-12,AA-
123247,万凯转债,2024-08-16,371216,100,301216,万凯新材,17.12,11.3,151.5929,164.496,8.52,2024-08-15,5.2889,27.0,2024-08-20,0.0219868882,2024-09-05,AA
123246,远信转债,2024-08-16,371053,100,301053,远信工业,35.96,22.95,156.6885,169.575,8.24,2024-08-15,3.504,2.86467,2024-08-20,0.0003409553,2024-09-03,A
123245,集智转债,2024-08-14,370553,100,300553,集智股份,43.03,18.11,237.4379,265.176,11.68,2024-08-13,3.1385,2.546,2024-08-16,0.0012028753,2024-08-28,A
127106,伟隆转债,2024-08-13,072871,100,002871,伟隆股份,18.39,,,100.0,,2024-08-12,1.2573,2.6971,2024-08-15,0.0004217956,2024-08-28,A
110096,豫光转债,2024-08-12,733531,100,600531,豫光金铅,8.93,5.95,150.084,183.579,22.32,2024-08-09,0.651,7.1,2024-08-14,0.00408851,2024-09-03,AA
118049,汇成转债,2024-08-07,718403,100,688403,汇成股份,14.39,7.61,189.0933,205.37,8.37,2024-08-06,1.395,11.487,2024-08-09,0.00606009,2024-09-02,AA-
123244,松原转债,2024-08-01,370893,100,300893,松原安全,31.66,20.35,155.3808,164.782,6.16,2024-07-31,1.8126,4.1,2024-08-05,0.0006162684,2024-08-22,A+
111021,奥锐转债,2024-07-26,713116,100,605116,奥锐特,23.86,24.94,95.6295,132.75,38.82,2024-07-25,1.999,8.1212,2024-07-30,0.00154693,2024-08-15,AA-
111020,合顺转债,2024-07-22,713166,100,605166,聚合顺,12.55,10.59,118.508,143.244,20.87,2024-07-19,1.071,3.38,2024-07-24,0.00085277,2024-08-15,AA-
113687,振华转债,2024-07-12,754067,100,603067,振华股份,19.4,8.2,236.4634,289.852,22.6,2024-07-11,0.801,4.0621,2024-07-16,0.00133007,2024-08-02,AA
123243,严牌转债,2024-07-10,371081,100,301081,严牌股份,10.61,7.27,146.0798,151.561,3.75,2024-07-09,2.2845,4.678889,2024-07-12,0.0010868486,2024-07-26,A+
123242,赛龙转债,2024-07-08,371131,100,301131,聚赛龙,52.3,36.4,143.6813,161.0,12.05,2024-07-05,5.2323,2.5,2024-07-10,0.0008402282,2024-07-29,A+
123241,欧通转债,2024-07-05,370870,100,300870,欧陆通,256.07,43.98,582.2419,618.893,6.31,2024-07-04,6.4747,6.445265,2024-07-09,0.0026145421,2024-07-26,AA-
113686,泰瑞转债,2024-07-02,754289,100,603289,泰瑞机器,10.23,8.15,125.2761,145.902,16.46,2024-07-01,1.147,3.378,2024-07-04,0.00058458,2024-07-24,AA-
118048,利扬转债,2024-07-02,718135,100,688135,利扬芯片,24.13,16.12,149.5037,176.909,18.33,2024-07-01,2.595,5.2,2024-07-04,0.00446186,2024-07-19,A+
113685,升24转债,2024-06-14,754305,100,603305,旭升集团,14.79,12.51,118.2254,137.669,16.45,2024-06-13,3.0,28.0,2024-06-18,0.03292173,2024-07-10,AA-
111019,宏柏转债,2024-04-17,713366,100,605366,宏柏新材,6.57,5.46,120.3297,139.799,16.18,2024-04-16,1.567,9.6,2024-04-19,0.00419888,2024-05-14,AA-
113684,湘泵转债,2024-04-01,754319,100,603319,美湖股份,37.04,,,100.0,,2024-03-29,2.775,5.7739,2024-04-03,0.00159843,2024-04-29,AA-
113683,伟24转债,2024-03-28,754568,100,603568,伟明环保,19.94,17.55,113.5613,143.905,26.72,2024-03-27,0.168,2.85,2024-04-01,0.00033243,2024-04-22,AA
113682,益丰转债,2024-03-04,754939,100,603939,益丰药房,23.99,32.14,74.7044,124.43,66.56,2024-03-01,1.778,17.97432,2024-03-06,0.01059669,2024-03-27,AA
127105,龙星转债,2024-02-01,072442,100,002442,龙星科技,6.53,5.8,112.5862,135.437,20.3,2024-01-31,1.5377,7.547539,2024-02-05,0.0054914743,2024-03-06,AA-
123240,楚天转债,2024-01-31,370358,100,300358,楚天科技,8.79,8.0,110.0,134.508,22.2,2024-01-30,1.694,10.0,2024-02-02,0.0043068188,2024-02-29,AA
127104,姚记转债,2024-01-25,072605,100,002605,姚记科技,28.98,20.08,144.3227,191.132,32.27,2024-01-24,1.415,5.831273,2024-01-29,0.0018660693,2024-02-26,A+
123239,锋工转债,2024-01-19,370488,100,300488,恒锋工具,38.58,24.19,159.4874,176.449,10.64,2024-01-18,3.7421,6.2,2024-01-23,0.0007342904,2024-02-22,A+
123238,卡倍转02,2024-01-11,370863,100,300863,卡倍亿,41.39,,,100.0,,2024-01-10,5.9518,5.29,2024-01-15,0.0008165958,2024-02-01,A+
123237,佳禾转债,2024-01-04,370793,100,300793,佳禾智能,19.46,13.46,144.6508,177.55,22.77,2024-01-03,2.967,10.04,2024-01-08,0.0042312552,2024-01-24,A+
127103,东南转债,2024-01-03,072135,100,002135,东南网架,4.45,5.6,79.4643,117.648,48.05,2024-01-02,1.7411,20.0,2024-01-05,0.0063762297,2024-01-24,AA
113681,镇洋转债,2023-12-29,754213,100,603213,镇洋发展,,11.2,136.5179,100.0,6.37,2023-12-28,1.517,6.6,2024-01-03,0.00098724,2024-01-17,AA-
111018,华康转债,2023-12-25,713077,100,605077,华康股份,19.99,16.46,121.3852,142.767,17.62,2023-12-22,5.554,13.03023,2023-12-27,0.00278331,2024-01-15,AA-
127102,浙建转债,2023-12-25,072761,100,002761,浙江建投,9.83,10.91,90.1008,127.8,41.84,2023-12-22,0.9247,10.0,2023-12-27,0.005139885,2024-01-16,AA+
123236,家联转债,2023-12-22,371193,100,301193,家联科技,20.01,15.33,130.5284,147.306,12.85,2023-12-21,3.9062,7.5,2023-12-26,0.0009433278,2024-01-18,AA-
113069,博23转债,2023-12-22,783137,100,601137,博威合金,26.32,14.68,179.2916,197.389,10.04,2023-12-21,2.178,17.0,2023-12-26,0.00671801,2024-01-18,AA
127101,豪鹏转债,2023-12-22,071283,100,001283,豪鹏科技,79.57,50.22,158.4429,100.0,-0.59,2023-12-21,13.3667,11.0,2023-12-26,0.0043906434,2024-01-11,AA-
127100,神码转债,2023-12-21,070034,100,000034,神州数码,48.87,,,100.0,,2023-12-20,2.0487,13.38999,2023-12-25,0.0044770632,2024-01-19,AA
