债券代码,债券简称,申购日期,申购代码,申购上限,正股代码,正股简称,正股价,转股价,转股价值,债现价,转股溢价率,原股东配售-股权登记日,原股东配售-每股配售额,发行规模,中签号发布日,中签率,上市时间,信用评级
118036,力合转债,2023-06-28,718589,100,688589,力合微,24.88,23.93,103.9699,136.279,31.08,2023-06-27,3.792,3.8,2023-06-30,0.00119992,2023-07-20,AA-
123200,海泰转债,2023-06-27,371022,100,301022,海泰科,42.25,26.06,162.1259,161.398,-0.45,2023-06-26,4.7664,3.965716,2023-06-29,0.0006950516,2023-07-17,A
123201,纽泰转债,2023-06-27,371229,100,301229,纽泰格,23.37,15.04,155.3191,165.408,6.69,2023-06-26,4.375,3.5,2023-06-29,0.0008561319,2023-07-18,A
111014,李子转债,2023-06-20,713337,100,605337,李子园,13.74,18.61,73.7775,124.5,68.75,2023-06-19,1.521,6.0,2023-06-26,0.00084926,2023-07-13,AA
127087,星帅转2,2023-06-14,072860,100,002860,星帅尔,14.05,,,100.0,,2023-06-13,1.5091,4.629,2023-06-16,0.0011459538,2023-07-17,A+
123199,山河转债,2023-06-12,370452,100,300452,山河药辅,14.31,13.3,107.594,136.443,26.81,2023-06-09,1.3648,3.2,2023-06-14,0.0009127967,2023-07-07,A+
118035,国力转债,2023-06-12,718103,100,688103,国力股份,67.2,62.54,107.5791,142.751,32.69,2023-06-09,5.031,4.8,2023-06-14,0.00113483,2023-07-06,A+
127086,恒邦转债,2023-06-12,072237,100,002237,恒邦股份,12.65,11.19,113.0474,134.089,18.61,2023-06-09,2.7525,31.6,2023-06-14,0.0115630125,2023-07-07,AA+
123198,金埔转债,2023-06-08,371098,100,301098,金埔园林,9.9,7.55,131.1258,133.219,1.6,2023-06-07,3.2828,5.2,2023-06-12,0.0020882571,2023-07-07,A
123197,光力转债,2023-05-08,370480,100,300480,光力科技,18.33,21.15,86.6667,130.662,50.78,2023-05-05,1.1382,4.0,2023-05-10,0.0005682849,2023-05-29,A+
118034,晶能转债,2023-04-20,718223,100,688223,晶科能源,5.76,13.48,42.6558,117.515,175.54,2023-04-19,1.0,100.0,2023-04-24,0.01087005,2023-05-19,AA+
123196,正元转02,2023-04-18,370645,100,300645,正元智慧,22.93,21.93,104.56,143.95,37.87,2023-04-17,2.4987,3.5073,2023-04-20,0.0006970395,2023-05-19,A+
123195,蓝晓转02,2023-04-17,370487,100,300487,蓝晓科技,52.64,59.68,88.2373,134.01,51.87,2023-04-14,1.6295,5.460645,2023-04-19,0.0008360413,2023-05-08,A+
113670,金23转债,2023-04-17,754180,100,603180,金牌家居,20.58,37.64,54.6759,120.333,120.02,2023-04-14,4.991,7.7,2023-04-19,0.00062069,2023-05-16,AA
123194,百洋转债,2023-04-14,371015,100,301015,百洋医药,25.85,25.36,101.9322,133.248,30.72,2023-04-13,1.6377,8.6,2023-04-18,0.0010600487,2023-05-05,AA-
123193,海能转债,2023-04-13,370787,100,300787,海能实业,15.59,14.7,106.1224,135.662,27.89,2023-04-12,3.9763,6.0,2023-04-17,0.0012747352,2023-05-09,AA-
123192,科思转债,2023-04-13,370856,100,300856,科思股份,15.86,17.39,91.2593,130.236,42.71,2023-04-12,4.2813,7.249178,2023-04-17,0.0010951456,2023-05-11,AA-
127085,韵达转债,2023-04-11,072120,100,002120,韵达股份,8.64,11.73,73.7425,123.999,68.15,2023-04-10,0.8462,24.5,2023-04-13,0.003541896,2023-05-23,AA+
123191,智尚转债,2023-04-10,370918,100,300918,南山智尚,22.22,,,100.0,,2023-04-07,1.9432,6.9958,2023-04-12,0.0006109102,2023-04-28,AA-
123190,道氏转02,2023-04-07,370409,100,300409,道氏技术,22.5,,,100.0,,2023-04-06,4.4699,26.0,2023-04-11,0.0072192519,2023-04-25,AA-
123189,晓鸣转债,2023-04-06,370967,100,300967,晓鸣股份,23.0,19.34,118.8728,141.604,19.12,2023-04-04,1.7296,3.29,2023-04-10,0.0007801534,2023-04-25,A
113669,景23转债,2023-04-04,754228,100,603228,景旺电子,62.19,23.91,260.2258,268.468,3.18,2023-04-03,1.362,11.54,2023-04-07,0.00171213,2023-05-09,AA
123187,超达转债,2023-04-04,371186,100,301186,超达装备,44.0,31.23,140.8902,155.65,10.48,2023-04-03,6.4459,4.69,2023-04-07,0.0004562974,2023-04-25,A
123188,水羊转债,2023-04-04,370740,100,300740,水羊股份,22.63,13.54,167.1344,181.868,8.87,2023-04-03,1.7848,6.94987,2023-04-07,0.0011610488,2023-04-25,A+
123185,能辉转债,2023-03-31,371046,100,301046,能辉科技,22.64,22.15,102.2122,132.884,30.01,2023-03-30,2.3226,3.47907,2023-04-04,0.0018787062,2023-04-20,A+
123186,志特转债,2023-03-31,370986,100,300986,志特新材,13.99,,,100.0,,2023-03-30,3.7465,6.14033,2023-04-04,0.0009688248,2023-04-21,A+
113668,鹿山转债,2023-03-27,754051,100,603051,鹿山新材,21.31,16.05,132.7726,149.652,12.71,2023-03-24,5.615,5.24,2023-03-29,0.00125528,2023-04-27,A+
127084,柳工转2,2023-03-27,070528,100,000528,柳工,11.27,7.3,154.3836,181.536,17.56,2023-03-24,1.5374,30.0,2023-03-29,0.0147874707,2023-04-20,AAA
127083,山路转债,2023-03-24,070498,100,000498,山东路桥,6.08,7.64,79.5812,120.151,50.98,2023-03-23,3.098,48.36,2023-03-28,0.0089251959,2023-04-26,AAA
123183,海顺转债,2023-03-23,370501,100,300501,海顺新材,16.68,17.48,95.4233,129.955,36.3,2023-03-22,3.2707,6.33,2023-03-27,0.001257266,2023-04-20,AA-
123184,天阳转债,2023-03-23,370872,100,300872,天阳科技,27.82,,,100.0,,2023-03-22,2.4108,9.75,2023-03-27,0.0033529257,2023-04-18,AA-
123182,广联转债,2023-03-22,370900,100,300900,广联航空,21.64,22.84,94.6147,130.339,37.76,2023-03-21,3.3101,7.0,2023-03-24,0.0018586896,2023-04-17,A+
118033,华特转债,2023-03-21,718268,100,688268,华特气体,58.8,82.72,71.0832,125.806,76.98,2023-03-20,5.395,6.46,2023-03-23,0.00520423,2023-04-14,AA-
123181,亚康转债,2023-03-21,371085,100,301085,亚康股份,69.64,,,100.0,,2023-03-20,3.2625,2.61,2023-03-23,0.000648472,2023-04-11,A+
113667,春23转债,2023-03-17,754890,100,603890,春秋电子,14.17,10.15,139.7044,159.505,14.17,2023-03-16,1.325,5.7,2023-03-21,0.0013279,2023-04-11,AA-
113066,平煤转债,2023-03-16,783666,100,601666,平煤股份,8.22,7.52,109.4415,143.31,30.94,2023-03-15,1.252,29.0,2023-03-20,0.00911085,2023-04-10,AAA
110093,神马转债,2023-03-16,733810,100,600810,神马股份,9.44,8.11,116.3995,135.557,16.47,2023-03-15,2.873,30.0,2023-03-20,0.00484424,2023-04-20,AAA
123180,浙矿转债,2023-03-09,370837,100,300837,浙矿股份,25.49,47.89,53.2679,123.904,132.61,2023-03-08,3.2,3.2,2023-03-13,0.0012734856,2023-03-28,AA-
127082,亚科转债,2023-03-09,072540,100,002540,亚太科技,6.81,5.39,126.1596,141.855,12.49,2023-03-08,0.9483,11.59,2023-03-13,0.0028099057,2023-04-27,AA
111013,新港转债,2023-03-08,713162,100,605162,新中港,9.15,8.67,105.5363,136.766,29.62,2023-03-07,0.921,3.69135,2023-03-10,0.00041324,2023-05-05,AA-
118032,建龙转债,2023-03-08,718357,100,688357,建龙微纳,35.85,71.71,49.993,122.581,145.2,2023-03-07,11.774,7.0,2023-03-10,0.00231615,2023-04-07,AA-
123179,立高转债,2023-03-07,370973,100,300973,立高食品,46.3,95.33,48.5681,122.116,151.43,2023-03-06,5.61,9.5,2023-03-09,0.0019133484,2023-03-27,AA-
123178,花园转债,2023-03-06,370401,100,300401,花园生物,16.03,13.45,119.2565,138.904,16.4,2023-03-03,2.1778,12.0,2023-03-08,0.0041808277,2023-03-23,AA-
127081,中旗转债,2023-03-03,071212,100,001212,中旗新材,62.85,14.76,425.6775,425.245,-0.06,2023-03-02,4.5812,5.4,2023-03-07,0.0007577099,2023-04-25,A+
123177,测绘转债,2023-03-02,370826,100,300826,测绘股份,18.3,13.15,139.1635,162.333,16.65,2023-03-01,2.7931,4.066821,2023-03-06,0.0007691134,2023-03-24,A+
123176,精测转2,2023-03-02,370567,100,300567,精测电子,65.05,64.71,100.5872,140.826,40.0,2023-03-01,4.6843,12.76,2023-03-06,0.0043882511,2023-03-22,AA-
113666,爱玛转债,2023-02-23,754529,100,603529,爱玛科技,37.26,38.08,97.8204,130.126,33.04,2023-02-22,3.48,20.0,2023-02-27,0.00177199,2023-03-20,AA
123175,百畅转债,2023-02-22,370614,100,300614,百川畅银,15.45,20.4,75.7353,121.079,59.89,2023-02-21,2.6178,4.2,2023-02-24,0.0014455717,2023-03-17,A
123174,精锻转债,2023-02-15,370258,100,300258,精锻科技,14.69,,,100.0,,2023-02-14,2.074,9.8,2023-02-17,0.0014511423,2023-03-07,AA-
118031,天23转债,2023-02-13,718599,100,688599,天合光能,16.76,16.0,104.8125,126.99,21.16,2023-02-10,4.079,88.64751,2023-02-15,0.02789406,2023-03-15,AA
110092,三房转债,2023-01-06,733370,100,600370,三房巷,2.03,3.02,67.2185,106.313,58.08,2023-01-05,0.641,25.0,2023-01-10,0.00223712,2023-02-07,A+
111012,福新转债,2023-01-04,713488,100,605488,福莱新材,34.26,9.56,358.7866,409.988,14.32,2023-01-03,2.427,4.29018,2023-01-06,0.00047102,2023-02-07,A+
111011,冠盛转债,2023-01-03,713088,100,605088,冠盛股份,38.5,,,100.0,,2022-12-30,3.628,6.0165,2023-01-05,0.00112556,2023-02-06,AA-
127080,声迅转债,2022-12-30,073004,100,003004,*ST声迅,19.66,28.94,67.9337,128.929,89.79,2022-12-29,3.4213,2.8,2023-01-04,0.0006709717,2023-02-10,A
118030,睿创转债,2022-12-30,718002,100,688002,睿创微纳,73.77,39.21,187.8602,216.769,15.37,2022-12-29,3.508,15.6469,2023-01-04,0.00512519,2023-02-10,AA
123173,恒锋转债,2022-12-30,370605,100,300605,恒锋信息,17.79,13.77,129.1939,149.2,15.5,2022-12-29,1.4741,2.424357,2023-01-04,0.0007199338,2023-02-08,A-
127079,华亚转债,2022-12-16,073043,100,003043,华亚智能,45.97,30.71,149.6581,175.979,17.6,2022-12-15,4.25,3.4,2022-12-20,0.0007307976,2023-01-16,A+
113665,汇通转债,2022-12-15,754176,100,603176,汇通集团,6.63,8.07,82.1561,128.161,55.93,2022-12-14,0.771,3.6,2022-12-19,0.00161138,2023-01-11,AA-
118029,富淼转债,2022-12-15,718350,100,688350,富淼科技,23.55,18.43,127.7808,145.416,13.8,2022-12-14,3.792,4.5,2022-12-19,0.00078808,2023-01-09,A
123172,漱玉转债,2022-12-15,371017,100,301017,漱玉平民,12.79,14.95,85.5518,125.876,47.14,2022-12-14,1.9736,8.0,2022-12-19,0.001298266,2023-01-06,AA-
127078,优彩转债,2022-12-14,072998,100,002998,优彩资源,8.55,6.6,129.5455,143.597,10.85,2022-12-13,1.8382,6.0,2022-12-16,0.0015816006,2023-01-09,A+
110091,合力转债,2022-12-13,733761,100,600761,安徽合力,20.1,,,100.0,,2022-12-12,2.766,20.47505,2022-12-15,0.00520092,2023-01-06,AA+
118028,会通转债,2022-12-06,718219,100,688219,会通股份,14.1,,,100.0,,2022-12-05,1.844,8.3,2022-12-08,0.00102553,2023-01-04,AA-
113664,大元转债,2022-12-05,754757,100,603757,大元泵业,54.63,20.59,265.323,274.457,3.32,2022-12-02,2.698,4.5,2022-12-07,0.00053016,2023-01-04,AA-
127077,华宏转债,2022-12-02,072645,100,002645,华宏科技,16.99,11.14,152.5135,151.84,-0.35,2022-12-01,0.8849,5.15,2022-12-06,0.0018989714,2023-01-10,A
113065,齐鲁转债,2022-11-29,783665,100,601665,齐鲁银行,5.75,,,100.0,,2022-11-28,1.746,80.0,2022-12-01,0.04258181,2022-12-19,AAA
113663,新化转债,2022-11-28,754867,100,603867,新化股份,29.58,19.81,149.3185,166.957,11.8,2022-11-25,3.525,6.5,2022-11-30,0.00138483,2022-12-16,AA-
123171,共同转债,2022-11-28,370966,100,300966,共同药业,23.24,27.12,85.6932,127.148,48.38,2022-11-25,3.2964,3.8,2022-11-30,0.0008545904,2022-12-16,A
118027,宏图转债,2022-11-28,718066,100,688066,航天宏图,36.09,40.94,87.958,122.833,39.66,2022-11-25,5.456,10.088,2022-11-30,0.0033846,2022-12-22,BBB+
113662,豪能转债,2022-11-25,754809,100,603809,豪能股份,15.61,,,100.0,,2022-11-24,1.269,5.0,2022-11-29,0.00083925,2022-12-23,AA-
123170,南电转债,2022-11-24,370346,100,300346,南大光电,35.76,,,100.0,,2022-11-23,1.6552,9.0,2022-11-28,0.0034265105,2022-12-15,AA-
123168,惠云转债,2022-11-23,370891,100,300891,惠云钛业,10.91,10.74,101.4898,133.668,31.71,2022-11-22,1.225,4.9,2022-11-25,0.0017122918,2022-12-14,AA-
123169,正海转债,2022-11-23,370224,100,300224,正海磁材,18.74,12.63,148.4561,147.187,-0.85,2022-11-22,1.7068,14.0,2022-11-25,0.0034231574,2022-12-12,AA-
113661,福22转债,2022-11-22,754806,100,603806,福斯特,14.71,14.74,99.7286,130.703,31.06,2022-11-21,2.275,30.3,2022-11-24,0.00370763,2022-12-22,AA
113660,寿22转债,2022-11-17,754896,100,603896,寿仙谷,22.51,36.84,61.1021,124.916,104.44,2022-11-16,2.055,3.98,2022-11-21,0.00061196,2022-12-12,AA-
123167,商络转债,2022-11-17,370975,100,300975,商络电子,12.66,,,100.0,,2022-11-16,0.6293,3.965,2022-11-21,0.0006649965,2022-12-09,A+
113064,东材转债,2022-11-16,783208,100,601208,东材科技,18.3,11.53,158.8031,158.066,-0.4,2022-11-15,1.526,14.0,2022-11-18,0.00337118,2022-12-12,AA
111010,立昂转债,2022-11-14,713358,100,605358,立昂微,26.68,33.59,79.4284,124.351,56.57,2022-11-11,5.008,33.9,2022-11-16,0.00870911,2022-12-07,AA
111009,盛泰转债,2022-11-07,713138,100,605138,盛泰集团,8.68,10.56,82.197,126.568,54.02,2022-11-04,1.262,7.0118,2022-11-09,0.0029625,2022-12-01,AA
123166,蒙泰转债,2022-11-02,370876,100,300876,蒙泰高新,31.39,23.47,133.7452,145.232,8.59,2022-11-01,3.125,3.0,2022-11-04,0.0003409429,2022-11-25,A
111008,沿浦转债,2022-11-02,713128,100,605128,上海沿浦,40.21,,,100.0,,2022-11-01,4.8,3.84,2022-11-04,0.00064158,2022-11-28,A+
113063,赛轮转债,2022-11-02,783058,100,601058,赛轮轮胎,14.14,,,100.0,,2022-11-01,0.655,20.08985,2022-11-04,0.00504709,2022-11-24,AA
123165,回天转债,2022-10-27,370041,100,300041,回天新材,10.94,15.2,72.0395,124.89,73.38,2022-10-26,1.9726,8.5,2022-10-31,0.0026221841,2022-11-15,AA-
127076,中宠转2,2022-10-25,072891,100,002891,中宠股份,59.93,27.46,218.2447,254.139,16.38,2022-10-24,2.6148,7.690459,2022-10-27,0.0027132874,2022-11-21,AA-
118026,利元转债,2022-10-24,718499,100,688499,利元亨,60.76,,,100.0,,2022-10-21,10.795,9.5,2022-10-26,0.00169089,2022-11-18,A+
118025,奕瑞转债,2022-10-24,718301,100,688301,奕瑞科技,111.86,115.5,96.8485,134.701,39.05,2022-10-21,19.78,14.3501,2022-10-26,0.00472555,2022-11-18,AA
118024,冠宇转债,2022-10-24,718772,100,688772,珠海冠宇,22.3,22.89,97.6409,132.185,35.68,2022-10-21,2.753,30.89043,2022-10-26,0.00865087,2022-11-17,AA
123164,法本转债,2022-10-21,370925,100,300925,法本信息,26.24,,,100.0,,2022-10-20,1.6063,6.006616,2022-10-25,0.0014980607,2022-11-14,A+
127075,百川转2,2022-10-19,072455,100,002455,百川股份,7.23,7.53,96.0159,125.281,30.48,2022-10-18,1.6487,9.78,2022-10-21,0.0030028704,2022-11-16,A+
123163,金沃转债,2022-10-14,370984,100,300984,金沃股份,61.26,,,100.0,,2022-10-13,4.0364,3.1,2022-10-18,0.0006837546,2022-11-07,A
113659,莱克转债,2022-10-14,754355,100,603355,莱克电气,24.49,31.72,77.2068,124.758,61.59,2022-10-13,2.089,12.0,2022-10-18,0.00358625,2022-11-15,AA
123162,东杰转债,2022-10-14,370486,100,300486,东杰智能,,8.05,286.0869,100.0,-0.96,2022-10-13,1.4021,5.7,2022-10-18,0.0022080868,2022-11-04,BBB+
127074,麦米转2,2022-10-13,072851,100,002851,麦格米特,73.08,,,100.0,,2022-10-12,2.4672,12.2,2022-10-17,0.0037867415,2022-11-09,AA-
118023,广大转债,2022-10-13,718186,100,688186,广大特材,27.43,,,100.0,,2022-10-12,7.234,15.5,2022-10-17,0.00449935,2022-11-09,AA-
123161,强联转债,2022-10-11,370850,100,300850,新强联,36.1,21.8,165.367,175.367,6.09,2022-10-10,3.6699,12.1,2022-10-13,0.0041980672,2022-10-27,AA
111007,永和转债,2022-10-11,713020,100,605020,永和股份,31.77,19.68,161.4329,158.001,-2.07,2022-10-10,2.965,8.0,2022-10-13,0.00079744,2022-11-01,AA-
118022,锂科转债,2022-10-11,718779,100,688779,五矿新能,6.36,15.53,40.953,114.934,180.64,2022-10-10,1.684,32.5,2022-10-13,0.01010987,2022-11-07,AA
113657,再22转债,2022-09-29,754601,100,603601,再升科技,6.23,4.24,146.6981,152.602,4.02,2022-09-28,0.5,5.1,2022-10-10,0.00166489,2022-10-27,AA-
123160,泰福转债,2022-09-28,370992,100,300992,泰福泵业,30.64,19.77,154.9823,170.179,9.76,2022-09-27,3.6882,3.3489,2022-09-30,0.0011807313,2022-10-25,A
118021,新致转债,2022-09-27,718590,100,688590,新致软件,25.06,10.56,237.3106,286.983,20.91,2022-09-26,2.048,4.8481,2022-09-29,0.00210647,2022-11-02,A
123159,崧盛转债,2022-09-27,371002,100,301002,崧盛股份,33.03,24.35,135.9754,151.652,11.57,2022-09-26,2.3955,2.9435,2022-09-29,0.0009864816,2022-10-24,AA-
123158,宙邦转债,2022-09-26,370037,100,300037,新宙邦,46.12,41.05,112.3508,142.241,26.6,2022-09-23,2.6533,19.7,2022-09-28,0.0055403768,2022-10-21,AA
110090,爱迪转债,2022-09-23,733933,100,600933,爱柯迪,19.79,17.73,111.6751,140.782,26.06,2022-09-22,1.783,15.7,2022-09-27,0.00326889,2022-10-28,AA
127073,天赐转债,2022-09-23,072709,100,002709,天赐材料,20.87,28.5,73.2281,125.55,71.45,2022-09-22,1.7724,34.105,2022-09-27,0.0106411116,2022-10-27,AA
118020,芳源转债,2022-09-23,718148,100,688148,芳源股份,6.08,18.63,32.6355,122.0,273.83,2022-09-22,1.254,6.42,2022-09-27,0.0030282,2022-11-07,BBB
110089,兴发转债,2022-09-22,733141,100,600141,兴发集团,28.01,28.4,98.4155,133.884,36.04,2022-09-21,2.518,28.0,2022-09-26,0.00735328,2022-10-31,AA+
127072,博实转债,2022-09-22,072698,100,002698,博实股份,17.33,15.06,115.073,145.866,26.88,2022-09-21,0.44,4.5,2022-09-26,0.0013565036,2022-11-03,AA
118019,金盘转债,2022-09-16,718676,100,688676,金盘科技,57.99,,,100.0,,2022-09-15,2.294,9.76702,2022-09-20,0.00307878,2022-10-13,AA
113658,密卫转债,2022-09-16,754713,100,603713,密尔克卫,64.91,55.72,116.6726,137.403,17.86,2022-09-15,5.31,8.72388,2022-09-20,0.00278074,2022-10-25,AA-
113062,常银转债,2022-09-15,783128,100,601128,常熟银行,7.67,6.04,127.1523,132.918,4.53,2022-09-14,2.189,60.0,2022-09-19,0.01924535,2022-10-17,AAA
110088,淮22转债,2022-09-14,733985,100,600985,淮北矿业,13.22,,,100.0,,2022-09-13,1.209,30.0,2022-09-16,0.00498591,2022-10-20,AAA
113656,嘉诚转债,2022-09-01,754535,100,603535,嘉诚国际,12.68,10.35,122.5121,139.038,13.49,2022-08-31,3.429,8.0,2022-09-05,0.00126608,2022-10-12,AA-
123157,科蓝转债,2022-08-30,370663,100,300663,科蓝软件,20.83,16.01,130.1062,157.727,21.23,2022-08-29,1.0701,4.946,2022-09-01,0.0031160271,2022-09-20,A
127071,天箭转债,2022-08-22,073009,100,003009,中天火箭,64.51,52.9,121.9282,146.657,20.28,2022-08-19,3.1854,4.95,2022-08-24,0.0023799411,2022-09-19,AA+
118018,瑞科转债,2022-08-18,718323,100,688323,瑞华泰,17.08,30.91,55.2248,122.576,121.96,2022-08-17,2.388,4.3,2022-08-22,0.00172772,2022-09-14,A
127070,大中转债,2022-08-17,071203,100,001203,大中矿业,12.47,10.76,115.8922,138.182,19.23,2022-08-16,1.0079,15.2,2022-08-19,0.0019145637,2022-10-11,AA
123156,博汇转债,2022-08-16,370839,100,300839,博汇股份,15.21,8.0,190.125,100.0,-7.48,2022-08-15,2.2587,3.97,2022-08-18,0.0005633815,2022-09-02,A
127068,顺博转债,2022-08-12,072996,100,002996,顺博合金,7.74,11.27,68.7666,119.312,73.5,2022-08-11,1.8906,8.3,2022-08-16,0.0007501551,2022-09-07,AA-
123155,中陆转债,2022-08-12,371040,100,301040,中环海陆,34.8,31.76,109.5718,138.829,26.83,2022-08-11,3.6,3.6,2022-08-16,0.0007387851,2022-08-31,A+
127069,小熊转债,2022-08-12,072959,100,002959,小熊电器,52.34,52.21,100.2298,133.251,32.97,2022-08-11,3.4375,5.36,2022-08-16,0.0005793748,2022-09-07,AA-
111006,嵘泰转债,2022-08-11,713133,100,605133,嵘泰股份,38.51,,,100.0,,2022-08-10,4.011,6.5067,2022-08-15,0.00102065,2022-09-21,AA-
118017,深科转债,2022-08-08,718328,100,688328,深科达,27.31,,,100.0,,2022-08-05,4.442,3.6,2022-08-10,0.0007305,2022-08-29,A+
113655,欧22转债,2022-08-05,754833,100,603833,欧派家居,55.58,118.48,46.9109,133.598,184.8,2022-08-04,3.283,20.0,2022-08-09,0.00185123,2022-09-01,AA
118016,京源转债,2022-08-05,718096,100,688096,京源环保,10.0,6.91,144.8625,172.941,19.44,2022-08-04,3.098,3.325,2022-08-09,0.00085802,2022-08-25,A
123154,火星转债,2022-08-05,370894,100,300894,火星人,14.82,32.95,44.9772,120.532,167.85,2022-08-04,1.3061,5.28999,2022-08-09,0.0012387727,2022-08-23,AA-
113654,永02转债,2022-08-04,754901,100,603901,永创智能,11.26,9.69,116.0991,141.17,21.59,2022-08-03,1.26,6.10547,2022-08-08,0.00157357,2022-09-01,AA-
113653,永22转债,2022-07-28,754681,100,603681,永冠新材,16.87,22.3,75.7848,126.832,67.36,2022-07-27,4.028,7.7,2022-08-01,0.00109856,2022-08-26,AA-
113652,伟22转债,2022-07-22,754568,100,603568,伟明环保,19.94,27.27,73.084,125.394,71.58,2022-07-21,0.871,14.77,2022-07-26,0.00085852,2022-08-12,AA
118015,芯海转债,2022-07-21,718595,100,688595,芯海科技,42.04,55.67,75.5164,128.833,70.6,2022-07-20,2.954,4.1,2022-07-25,0.00121976,2022-08-18,A+
123153,英力转债,2022-07-21,370956,100,300956,英力股份,17.82,,,100.0,,2022-07-20,2.5757,3.4,2022-07-25,0.0004921466,2022-08-11,A+
123152,润禾转债,2022-07-21,370727,100,300727,润禾材料,39.4,,,100.0,,2022-07-20,2.3041,2.9235,2022-07-25,0.000613369,2022-08-11,A+
127067,恒逸转2,2022-07-21,070703,100,000703,恒逸石化,6.59,10.37,63.5487,119.563,88.21,2022-07-20,0.8364,30.0,2022-07-25,0.0037880595,2022-08-18,AA+
113651,松霖转债,2022-07-20,754992,100,603992,松霖科技,30.64,15.41,198.767,232.0,16.72,2022-07-19,1.521,6.1,2022-07-22,0.00038283,2022-08-17,AA
118014,高测转债,2022-07-18,718556,100,688556,高测股份,11.74,7.37,159.4301,158.578,-0.55,2022-07-15,2.12,4.833,2022-07-20,0.00132505,2022-08-12,A+
113061,拓普转债,2022-07-14,783689,100,601689,拓普集团,59.32,,,100.0,,2022-07-13,2.268,25.0,2022-07-18,0.00267601,2022-08-12,AA+
127066,科利转债,2022-07-08,072850,100,002850,科达利,137.09,148.7,92.3336,133.062,44.21,2022-07-07,6.5545,15.343705,2022-07-12,0.0038676044,2022-08-03,AA
118013,道通转债,2022-07-08,718208,100,688208,道通科技,40.38,22.55,179.1131,216.663,20.96,2022-07-07,2.849,12.8,2022-07-12,0.0036183,2022-07-28,AA
118012,微芯转债,2022-07-05,718321,100,688321,微芯生物,38.98,25.26,154.1568,186.4,20.81,2022-07-04,1.228,5.0,2022-07-07,0.00190876,2022-07-28,A+
118011,银微转债,2022-07-04,718689,100,688689,银河微电,27.09,31.3,86.5495,128.467,48.43,2022-07-01,3.894,5.0,2022-07-06,0.00186904,2022-08-02,A+
113650,博22转债,2022-07-01,754916,100,603916,苏博特,11.24,22.9,49.083,121.221,146.97,2022-06-30,1.903,8.0,2022-07-05,0.00218809,2022-07-28,AA-
123151,康医转债,2022-07-01,370869,100,300869,康泰医学,18.44,27.55,66.8966,122.837,83.62,2022-06-30,1.7421,7.0,2022-07-05,0.0022130983,2022-07-20,A+
123150,九强转债,2022-06-30,370406,100,300406,九强生物,14.96,16.98,88.1037,128.015,45.35,2022-06-29,1.9366,11.39,2022-07-04,0.0033260952,2022-07-20,AA-
118010,洁特转债,2022-06-28,718026,100,688026,洁特生物,19.64,47.95,40.9593,119.626,192.06,2022-06-27,3.142,4.4,2022-06-30,0.00128853,2022-08-02,A+
113649,丰山转债,2022-06-27,754810,100,603810,丰山集团,15.96,13.73,116.2418,138.318,18.99,2022-06-24,3.079,5.0,2022-06-29,0.0007255,2022-07-21,AA-
118009,华锐转债,2022-06-24,718059,100,688059,华锐精密,65.9,64.79,101.7132,138.173,35.86,2022-06-23,9.089,4.0,2022-06-28,0.00097933,2022-07-21,A+
110087,天业转债,2022-06-23,733075,100,600075,新疆天业,4.69,6.78,69.0265,125.861,82.34,2022-06-22,1.757,30.0,2022-06-27,0.0062116,2022-07-19,AA+
118008,海优转债,2022-06-23,718680,100,688680,海优新材,51.13,46.8,109.2949,134.565,23.1,2022-06-22,8.259,6.94,2022-06-27,0.00217149,2022-07-21,A
111005,富春转债,2022-06-23,713189,100,605189,富春染织,15.4,11.98,128.5476,154.035,19.83,2022-06-22,4.567,5.7,2022-06-27,0.00047414,2022-07-25,AA-
127065,瑞鹄转债,2022-06-22,072997,100,002997,瑞鹄模具,41.75,,,100.0,,2022-06-21,2.3954,4.398,2022-06-24,0.0006807533,2022-07-27,A+
123149,通裕转债,2022-06-20,370185,100,300185,通裕重工,3.1,2.72,113.9706,134.327,17.86,2022-06-17,0.381,14.8472,2022-06-22,0.004226389,2022-07-15,AA
113060,浙22转债,2022-06-14,783878,100,601878,浙商证券,12.41,,,100.0,,2022-06-13,1.804,70.0,2022-06-16,0.011774,2022-07-08,AAA
123148,上能转债,2022-06-14,370827,100,300827,上能电气,24.82,,,100.0,,2022-06-13,1.7676,4.2,2022-06-16,0.0014433022,2022-07-01,A+
123147,中辰转债,2022-05-31,370933,100,300933,中辰股份,9.13,6.43,141.9907,146.568,3.25,2022-05-30,1.2443,5.70537,2022-06-02,0.0012720896,2022-06-21,AA-
113059,福莱转债,2022-05-20,783865,100,601865,福莱特,17.0,41.71,40.7336,119.329,192.88,2022-05-19,2.357,40.0,2022-05-24,0.00327735,2022-06-13,AA
127064,杭氧转债,2022-05-19,072430,100,002430,杭氧股份,24.11,26.07,92.4818,132.881,43.68,2022-05-18,1.156,11.37,2022-05-23,0.0018155797,2022-07-05,AA+
123146,中环转2,2022-05-06,370692,100,300692,中环环保,6.98,6.23,112.0385,131.842,17.67,2022-05-05,2.0389,8.64,2022-05-10,0.0028708956,2022-05-26,AA-
113648,巨星转债,2022-04-25,754477,100,603477,巨星农牧,21.56,25.04,86.0623,127.352,47.98,2022-04-22,1.975,10.0,2022-04-27,0.00217775,2022-05-17,AA-
