债券代码,债券简称,申购日期,申购代码,申购上限,正股代码,正股简称,正股价,转股价,转股价值,债现价,转股溢价率,原股东配售-股权登记日,原股东配售-每股配售额,发行规模,中签号发布日,中签率,上市时间,信用评级
123203,明电转02,2023-07-03,370739,100,300739,明阳电路,16.33,11.78,138.6248,153.622,10.87,2023-06-30,1.5011,4.485,2023-07-05,0.0010565991,2023-07-19,AA-
123202,祥源转债,2023-07-03,370980,100,300980,祥源新材,24.24,,,100.0,,2023-06-30,4.2652,4.6,2023-07-05,0.0012570425,2023-07-26,A+
118036,力合转债,2023-06-28,718589,100,688589,力合微,24.23,23.93,101.2537,132.145,30.48,2023-06-27,3.792,3.8,2023-06-30,0.00119992,2023-07-20,AA-
123200,海泰转债,2023-06-27,371022,100,301022,海泰科,48.45,26.06,185.9171,183.999,-1.07,2023-06-26,4.7664,3.965716,2023-06-29,0.0006950516,2023-07-17,A
123201,纽泰转债,2023-06-27,371229,100,301229,纽泰格,22.33,15.04,148.4707,157.722,6.23,2023-06-26,4.375,3.5,2023-06-29,0.0008561319,2023-07-18,A
111014,李子转债,2023-06-20,713337,100,605337,李子园,12.82,18.61,68.8877,119.602,73.6,2023-06-19,1.521,6.0,2023-06-26,0.00084926,2023-07-13,AA
127087,星帅转2,2023-06-14,072860,100,002860,星帅尔,13.92,,,100.0,,2023-06-13,1.5091,4.629,2023-06-16,0.0011459538,2023-07-17,A+
123199,山河转债,2023-06-12,370452,100,300452,山河药辅,14.22,13.3,106.9173,132.882,24.28,2023-06-09,1.3648,3.2,2023-06-14,0.0009127967,2023-07-07,A+
118035,国力转债,2023-06-12,718103,100,688103,国力股份,63.59,62.54,101.6789,133.371,31.17,2023-06-09,5.031,4.8,2023-06-14,0.00113483,2023-07-06,A+
127086,恒邦转债,2023-06-12,072237,100,002237,恒邦股份,11.96,11.19,106.9705,129.257,20.83,2023-06-09,2.7525,31.6,2023-06-14,0.0115630125,2023-07-07,AA+
123198,金埔转债,2023-06-08,371098,100,301098,金埔园林,9.98,7.55,132.1854,136.869,3.56,2023-06-07,3.2828,5.2,2023-06-12,0.0020882571,2023-07-07,A
123197,光力转债,2023-05-08,370480,100,300480,光力科技,16.9,21.15,79.9054,124.675,56.03,2023-05-05,1.1382,4.0,2023-05-10,0.0005682849,2023-05-29,A+
118034,晶能转债,2023-04-20,718223,100,688223,晶科能源,5.35,13.48,39.6884,111.93,181.99,2023-04-19,1.0,100.0,2023-04-24,0.01087005,2023-05-19,AA+
123196,正元转02,2023-04-18,370645,100,300645,正元智慧,18.6,21.93,84.8153,128.299,51.27,2023-04-17,2.4987,3.5073,2023-04-20,0.0006970395,2023-05-19,A+
123195,蓝晓转02,2023-04-17,370487,100,300487,蓝晓科技,50.49,59.68,84.6012,129.218,52.74,2023-04-14,1.6295,5.460645,2023-04-19,0.0008360413,2023-05-08,A+
113670,金23转债,2023-04-17,754180,100,603180,金牌家居,21.24,37.64,56.4293,118.386,109.8,2023-04-14,4.991,7.7,2023-04-19,0.00062069,2023-05-16,AA
123194,百洋转债,2023-04-14,371015,100,301015,百洋医药,26.24,25.36,103.47,131.552,27.1,2023-04-13,1.6377,8.6,2023-04-18,0.0010600487,2023-05-05,AA-
123193,海能转债,2023-04-13,370787,100,300787,海能实业,15.26,14.7,103.8095,131.403,26.59,2023-04-12,3.9763,6.0,2023-04-17,0.0012747352,2023-05-09,AA-
123192,科思转债,2023-04-13,370856,100,300856,科思股份,15.38,17.39,88.4416,126.258,42.73,2023-04-12,4.2813,7.249178,2023-04-17,0.0010951456,2023-05-11,AA-
127085,韵达转债,2023-04-11,072120,100,002120,韵达股份,8.28,11.73,70.5882,119.981,69.94,2023-04-10,0.8462,24.5,2023-04-13,0.003541896,2023-05-23,AA+
123191,智尚转债,2023-04-10,370918,100,300918,南山智尚,20.28,,,100.0,,2023-04-07,1.9432,6.9958,2023-04-12,0.0006109102,2023-04-28,AA-
123190,道氏转02,2023-04-07,370409,100,300409,道氏技术,18.41,,,100.0,,2023-04-06,4.4699,26.0,2023-04-11,0.0072192519,2023-04-25,AA-
123189,晓鸣转债,2023-04-06,370967,100,300967,晓鸣股份,23.97,19.34,123.94,140.951,13.72,2023-04-04,1.7296,3.29,2023-04-10,0.0007801534,2023-04-25,A
113669,景23转债,2023-04-04,754228,100,603228,景旺电子,57.47,23.91,240.4015,256.899,6.82,2023-04-03,1.362,11.54,2023-04-07,0.00171213,2023-05-09,AA
123187,超达转债,2023-04-04,371186,100,301186,超达装备,46.5,31.23,148.8953,155.223,4.25,2023-04-03,6.4459,4.69,2023-04-07,0.0004562974,2023-04-25,A
123188,水羊转债,2023-04-04,370740,100,300740,水羊股份,18.03,13.54,133.161,149.716,12.51,2023-04-03,1.7848,6.94987,2023-04-07,0.0011610488,2023-04-25,A+
123185,能辉转债,2023-03-31,371046,100,301046,能辉科技,21.21,22.15,95.7562,127.174,32.81,2023-03-30,2.3226,3.47907,2023-04-04,0.0018787062,2023-04-20,A+
123186,志特转债,2023-03-31,370986,100,300986,志特新材,13.69,8.86,154.5147,100.0,5.56,2023-03-30,3.7465,6.14033,2023-04-04,0.0009688248,2023-04-21,A+
113668,鹿山转债,2023-03-27,754051,100,603051,鹿山新材,20.6,16.05,128.3489,143.717,11.97,2023-03-24,5.615,5.24,2023-03-29,0.00125528,2023-04-27,A+
127084,柳工转2,2023-03-27,070528,100,000528,柳工,11.41,7.3,156.3014,178.919,14.47,2023-03-24,1.5374,30.0,2023-03-29,0.0147874707,2023-04-20,AAA
127083,山路转债,2023-03-24,070498,100,000498,山东路桥,6.03,7.64,79.0576,117.891,49.11,2023-03-23,3.098,48.36,2023-03-28,0.0089251959,2023-04-26,AAA
123183,海顺转债,2023-03-23,370501,100,300501,海顺新材,16.61,17.48,95.0229,127.303,33.97,2023-03-22,3.2707,6.33,2023-03-27,0.001257266,2023-04-20,AA-
123184,天阳转债,2023-03-23,370872,100,300872,天阳科技,25.16,,,100.0,,2023-03-22,2.4108,9.75,2023-03-27,0.0033529257,2023-04-18,AA-
123182,广联转债,2023-03-22,370900,100,300900,广联航空,20.81,22.84,91.1121,126.58,38.93,2023-03-21,3.3101,7.0,2023-03-24,0.0018586896,2023-04-17,A+
118033,华特转债,2023-03-21,718268,100,688268,华特气体,55.45,82.72,67.0334,122.363,82.54,2023-03-20,5.395,6.46,2023-03-23,0.00520423,2023-04-14,AA-
123181,亚康转债,2023-03-21,371085,100,301085,亚康股份,61.73,,,100.0,,2023-03-20,3.2625,2.61,2023-03-23,0.000648472,2023-04-11,A+
113667,春23转债,2023-03-17,754890,100,603890,春秋电子,13.09,10.15,128.9655,145.05,12.47,2023-03-16,1.325,5.7,2023-03-21,0.0013279,2023-04-11,AA-
113066,平煤转债,2023-03-16,783666,100,601666,平煤股份,8.43,7.52,112.1011,142.998,27.58,2023-03-15,1.252,29.0,2023-03-20,0.00911085,2023-04-10,AAA
110093,神马转债,2023-03-16,733810,100,600810,神马股份,9.69,8.11,119.4821,132.299,10.7,2023-03-15,2.873,30.0,2023-03-20,0.00484424,2023-04-20,AAA
123180,浙矿转债,2023-03-09,370837,100,300837,浙矿股份,25.22,47.89,52.6624,119.91,127.7,2023-03-08,3.2,3.2,2023-03-13,0.0012734856,2023-03-28,AA-
127082,亚科转债,2023-03-09,072540,100,002540,亚太科技,6.1,5.39,112.987,131.002,15.97,2023-03-08,0.9483,11.59,2023-03-13,0.0028099057,2023-04-27,AA
111013,新港转债,2023-03-08,713162,100,605162,新中港,8.94,8.67,103.1142,132.826,28.81,2023-03-07,0.921,3.69135,2023-03-10,0.00041324,2023-05-05,AA-
118032,建龙转债,2023-03-08,718357,100,688357,建龙微纳,34.3,71.71,47.8315,119.674,150.2,2023-03-07,11.774,7.0,2023-03-10,0.00231615,2023-04-07,AA-
123179,立高转债,2023-03-07,370973,100,300973,立高食品,43.42,95.33,45.547,118.866,160.97,2023-03-06,5.61,9.5,2023-03-09,0.0019133484,2023-03-27,AA-
123178,花园转债,2023-03-06,370401,100,300401,花园生物,15.52,13.45,115.3903,133.824,16.01,2023-03-03,2.1778,12.0,2023-03-08,0.0041808277,2023-03-23,AA-
127081,中旗转债,2023-03-03,071212,100,001212,中旗新材,45.92,14.76,311.1111,319.273,2.56,2023-03-02,4.5812,5.4,2023-03-07,0.0007577099,2023-04-25,A+
123177,测绘转债,2023-03-02,370826,100,300826,测绘股份,18.87,13.15,143.4981,161.724,12.74,2023-03-01,2.7931,4.066821,2023-03-06,0.0007691134,2023-03-24,A+
123176,精测转2,2023-03-02,370567,100,300567,精测电子,60.22,64.71,93.0614,131.178,41.0,2023-03-01,4.6843,12.76,2023-03-06,0.0043882511,2023-03-22,AA-
113666,爱玛转债,2023-02-23,754529,100,603529,爱玛科技,36.16,38.08,94.958,127.642,34.45,2023-02-22,3.48,20.0,2023-02-27,0.00177199,2023-03-20,AA
123175,百畅转债,2023-02-22,370614,100,300614,百川畅银,15.51,20.4,76.0294,116.678,53.53,2023-02-21,2.6178,4.2,2023-02-24,0.0014455717,2023-03-17,A
123174,精锻转债,2023-02-15,370258,100,300258,精锻科技,14.19,,,100.0,,2023-02-14,2.074,9.8,2023-02-17,0.0014511423,2023-03-07,AA-
118031,天23转债,2023-02-13,718599,100,688599,天合光能,15.58,25.0,62.32,119.843,92.3,2023-02-10,4.079,88.64751,2023-02-15,0.02789406,2023-03-15,AA
110092,三房转债,2023-01-06,733370,100,600370,三房巷,1.94,3.02,64.2384,100.266,56.09,2023-01-05,0.641,25.0,2023-01-10,0.00223712,2023-02-07,A+
111012,福新转债,2023-01-04,713488,100,605488,福莱新材,32.01,9.56,334.8326,351.78,5.07,2023-01-03,2.427,4.29018,2023-01-06,0.00047102,2023-02-07,A+
111011,冠盛转债,2023-01-03,713088,100,605088,冠盛股份,41.35,,,100.0,,2022-12-30,3.628,6.0165,2023-01-05,0.00112556,2023-02-06,AA-
127080,声迅转债,2022-12-30,073004,100,003004,*ST声迅,19.23,28.94,66.4478,124.101,86.88,2022-12-29,3.4213,2.8,2023-01-04,0.0006709717,2023-02-10,A
118030,睿创转债,2022-12-30,718002,100,688002,睿创微纳,69.01,39.21,176.001,196.595,11.73,2022-12-29,3.508,15.6469,2023-01-04,0.00512519,2023-02-10,AA
123173,恒锋转债,2022-12-30,370605,100,300605,恒锋信息,16.75,13.77,121.6412,141.792,16.53,2022-12-29,1.4741,2.424357,2023-01-04,0.0007199338,2023-02-08,A-
127079,华亚转债,2022-12-16,073043,100,003043,华亚智能,45.25,30.71,147.3462,166.768,13.17,2022-12-15,4.25,3.4,2022-12-20,0.0007307976,2023-01-16,A+
113665,汇通转债,2022-12-15,754176,100,603176,汇通集团,7.22,8.07,89.4672,129.281,44.5,2022-12-14,0.771,3.6,2022-12-19,0.00161138,2023-01-11,AA-
118029,富淼转债,2022-12-15,718350,100,688350,富淼科技,22.23,18.43,120.6186,139.151,15.36,2022-12-14,3.792,4.5,2022-12-19,0.00078808,2023-01-09,A
123172,漱玉转债,2022-12-15,371017,100,301017,漱玉平民,13.32,14.95,89.097,123.908,39.13,2022-12-14,1.9736,8.0,2022-12-19,0.001298266,2023-01-06,AA-
127078,优彩转债,2022-12-14,072998,100,002998,优彩资源,8.52,6.6,129.2424,140.087,8.56,2022-12-13,1.8382,6.0,2022-12-16,0.0015816006,2023-01-09,A+
110091,合力转债,2022-12-13,733761,100,600761,安徽合力,19.11,,,100.0,,2022-12-12,2.766,20.47505,2022-12-15,0.00520092,2023-01-06,AA+
118028,会通转债,2022-12-06,718219,100,688219,会通股份,13.07,,,100.0,,2022-12-05,1.844,8.3,2022-12-08,0.00102553,2023-01-04,AA-
113664,大元转债,2022-12-05,754757,100,603757,大元泵业,35.41,20.59,171.9767,197.757,14.24,2022-12-02,2.698,4.5,2022-12-07,0.00053016,2023-01-04,AA-
127077,华宏转债,2022-12-02,072645,100,002645,华宏科技,13.71,11.14,123.1598,137.255,11.47,2022-12-01,0.8849,5.15,2022-12-06,0.0018989714,2023-01-10,A
113065,齐鲁转债,2022-11-29,783665,100,601665,齐鲁银行,6.1,5.0,122.0,100.0,0.17,2022-11-28,1.746,80.0,2022-12-01,0.04258181,2022-12-19,AAA
113663,新化转债,2022-11-28,754867,100,603867,新化股份,28.05,19.81,141.5952,142.666,0.77,2022-11-25,3.525,6.5,2022-11-30,0.00138483,2022-12-16,AA-
123171,共同转债,2022-11-28,370966,100,300966,共同药业,23.54,27.12,86.7994,125.528,44.66,2022-11-25,3.2964,3.8,2022-11-30,0.0008545904,2022-12-16,A
118027,宏图转债,2022-11-28,718066,100,688066,航天宏图,23.15,40.94,56.5462,113.212,100.21,2022-11-25,5.456,10.088,2022-11-30,0.0033846,2022-12-22,BBB+
113662,豪能转债,2022-11-25,754809,100,603809,豪能股份,15.44,,,100.0,,2022-11-24,1.269,5.0,2022-11-29,0.00083925,2022-12-23,AA-
123170,南电转债,2022-11-24,370346,100,300346,南大光电,32.8,,,100.0,,2022-11-23,1.6552,9.0,2022-11-28,0.0034265105,2022-12-15,AA-
123168,惠云转债,2022-11-23,370891,100,300891,惠云钛业,9.93,10.74,92.4581,126.874,37.3,2022-11-22,1.225,4.9,2022-11-25,0.0017122918,2022-12-14,AA-
123169,正海转债,2022-11-23,370224,100,300224,正海磁材,17.62,12.63,139.5883,145.344,4.08,2022-11-22,1.7068,14.0,2022-11-25,0.0034231574,2022-12-12,AA-
113661,福22转债,2022-11-22,754806,100,603806,福斯特,14.11,14.74,95.7259,126.011,31.63,2022-11-21,2.275,30.3,2022-11-24,0.00370763,2022-12-22,AA
113660,寿22转债,2022-11-17,754896,100,603896,寿仙谷,22.31,36.84,60.5592,119.975,98.11,2022-11-16,2.055,3.98,2022-11-21,0.00061196,2022-12-12,AA-
123167,商络转债,2022-11-17,370975,100,300975,商络电子,12.17,,,100.0,,2022-11-16,0.6293,3.965,2022-11-21,0.0006649965,2022-12-09,A+
113064,东材转债,2022-11-16,783208,100,601208,东材科技,16.22,11.53,140.7632,139.686,-0.76,2022-11-15,1.526,14.0,2022-11-18,0.00337118,2022-12-12,AA
111010,立昂转债,2022-11-14,713358,100,605358,立昂微,25.11,33.59,74.7544,120.233,60.82,2022-11-11,5.008,33.9,2022-11-16,0.00870911,2022-12-07,AA
111009,盛泰转债,2022-11-07,713138,100,605138,盛泰集团,7.77,10.56,73.5795,119.329,62.18,2022-11-04,1.262,7.0118,2022-11-09,0.0029625,2022-12-01,AA
123166,蒙泰转债,2022-11-02,370876,100,300876,蒙泰高新,29.88,23.47,127.3115,139.397,9.5,2022-11-01,3.125,3.0,2022-11-04,0.0003409429,2022-11-25,A
111008,沿浦转债,2022-11-02,713128,100,605128,上海沿浦,37.61,,,100.0,,2022-11-01,4.8,3.84,2022-11-04,0.00064158,2022-11-28,A+
113063,赛轮转债,2022-11-02,783058,100,601058,赛轮轮胎,13.42,,,100.0,,2022-11-01,0.655,20.08985,2022-11-04,0.00504709,2022-11-24,AA
123165,回天转债,2022-10-27,370041,100,300041,回天新材,10.97,15.2,72.1711,121.035,67.71,2022-10-26,1.9726,8.5,2022-10-31,0.0026221841,2022-11-15,AA-
127076,中宠转2,2022-10-25,072891,100,002891,中宠股份,57.99,27.66,209.6891,232.186,10.83,2022-10-24,2.6148,7.690459,2022-10-27,0.0027132874,2022-11-21,AA-
118026,利元转债,2022-10-24,718499,100,688499,利元亨,58.86,,,100.0,,2022-10-21,10.795,9.5,2022-10-26,0.00169089,2022-11-18,A+
118025,奕瑞转债,2022-10-24,718301,100,688301,奕瑞科技,96.18,115.5,83.2727,127.603,53.26,2022-10-21,19.78,14.3501,2022-10-26,0.00472555,2022-11-18,AA
118024,冠宇转债,2022-10-24,718772,100,688772,珠海冠宇,15.18,22.89,66.3609,118.89,79.17,2022-10-21,2.753,30.89043,2022-10-26,0.00865087,2022-11-17,AA
123164,法本转债,2022-10-21,370925,100,300925,法本信息,23.8,,,100.0,,2022-10-20,1.6063,6.006616,2022-10-25,0.0014980607,2022-11-14,A+
127075,百川转2,2022-10-19,072455,100,002455,百川股份,7.03,7.53,93.2271,121.031,29.93,2022-10-18,1.6487,9.78,2022-10-21,0.0030028704,2022-11-16,A+
123163,金沃转债,2022-10-14,370984,100,300984,金沃股份,60.72,,,100.0,,2022-10-13,4.0364,3.1,2022-10-18,0.0006837546,2022-11-07,A
113659,莱克转债,2022-10-14,754355,100,603355,莱克电气,23.62,31.72,74.4641,122.021,63.83,2022-10-13,2.089,12.0,2022-10-18,0.00358625,2022-11-15,AA
123162,东杰转债,2022-10-14,370486,100,300486,东杰智能,16.05,8.05,199.3789,198.53,-0.44,2022-10-13,1.4021,5.7,2022-10-18,0.0022080868,2022-11-04,BBB+
127074,麦米转2,2022-10-13,072851,100,002851,麦格米特,66.5,,,100.0,,2022-10-12,2.4672,12.2,2022-10-17,0.0037867415,2022-11-09,AA-
118023,广大转债,2022-10-13,718186,100,688186,广大特材,25.91,20.8,124.5673,124.245,-0.26,2022-10-12,7.234,15.5,2022-10-17,0.00449935,2022-11-09,AA-
123161,强联转债,2022-10-11,370850,100,300850,新强联,39.36,21.8,180.5505,184.947,2.37,2022-10-10,3.6699,12.1,2022-10-13,0.0041980672,2022-10-27,AA
111007,永和转债,2022-10-11,713020,100,605020,永和股份,28.3,19.68,143.8008,145.88,1.33,2022-10-10,2.965,8.0,2022-10-13,0.00079744,2022-11-01,AA-
118022,锂科转债,2022-10-11,718779,100,688779,五矿新能,5.9,15.53,37.991,113.996,200.14,2022-10-10,1.684,32.5,2022-10-13,0.01010987,2022-11-07,AA
113657,再22转债,2022-09-29,754601,100,603601,再升科技,4.63,4.24,109.1981,132.626,21.45,2022-09-28,0.5,5.1,2022-10-10,0.00166489,2022-10-27,AA-
123160,泰福转债,2022-09-28,370992,100,300992,泰福泵业,28.17,19.77,142.4886,155.618,9.1,2022-09-27,3.6882,3.3489,2022-09-30,0.0011807313,2022-10-25,A
118021,新致转债,2022-09-27,718590,100,688590,新致软件,21.94,10.56,207.9545,242.798,16.76,2022-09-26,2.048,4.8481,2022-09-29,0.00210647,2022-11-02,A
123159,崧盛转债,2022-09-27,371002,100,301002,崧盛股份,23.46,24.35,96.345,131.697,36.62,2022-09-26,2.3955,2.9435,2022-09-29,0.0009864816,2022-10-24,AA-
123158,宙邦转债,2022-09-26,370037,100,300037,新宙邦,39.21,41.05,95.5177,129.778,35.96,2022-09-23,2.6533,19.7,2022-09-28,0.0055403768,2022-10-21,AA
110090,爱迪转债,2022-09-23,733933,100,600933,爱柯迪,18.31,17.73,103.2713,134.364,30.14,2022-09-22,1.783,15.7,2022-09-27,0.00326889,2022-10-28,AA
127073,天赐转债,2022-09-23,072709,100,002709,天赐材料,19.79,28.5,69.4737,118.901,71.2,2022-09-22,1.7724,34.105,2022-09-27,0.0106411116,2022-10-27,AA
118020,芳源转债,2022-09-23,718148,100,688148,芳源股份,5.86,18.63,31.4546,115.373,266.62,2022-09-22,1.254,6.42,2022-09-27,0.0030282,2022-11-07,BBB
110089,兴发转债,2022-09-22,733141,100,600141,兴发集团,24.79,28.4,87.2887,125.59,43.88,2022-09-21,2.518,28.0,2022-09-26,0.00735328,2022-10-31,AA+
127072,博实转债,2022-09-22,072698,100,002698,博实股份,16.8,15.06,111.5538,141.784,27.11,2022-09-21,0.44,4.5,2022-09-26,0.0013565036,2022-11-03,AA
118019,金盘转债,2022-09-16,718676,100,688676,金盘科技,45.81,,,100.0,,2022-09-15,2.294,9.76702,2022-09-20,0.00307878,2022-10-13,AA
113658,密卫转债,2022-09-16,754713,100,603713,密尔克卫,54.8,55.72,98.4745,127.994,29.94,2022-09-15,5.31,8.72388,2022-09-20,0.00278074,2022-10-25,AA-
113062,常银转债,2022-09-15,783128,100,601128,常熟银行,7.87,6.04,130.298,131.731,1.1,2022-09-14,2.189,60.0,2022-09-19,0.01924535,2022-10-17,AAA
110088,淮22转债,2022-09-14,733985,100,600985,淮北矿业,13.27,,,100.0,,2022-09-13,1.209,30.0,2022-09-16,0.00498591,2022-10-20,AAA
113656,嘉诚转债,2022-09-01,754535,100,603535,嘉诚国际,12.59,10.35,121.6425,135.067,11.05,2022-08-31,3.429,8.0,2022-09-05,0.00126608,2022-10-12,AA-
123157,科蓝转债,2022-08-30,370663,100,300663,科蓝软件,18.8,16.01,117.4266,146.445,24.76,2022-08-29,1.0701,4.946,2022-09-01,0.0031160271,2022-09-20,A
127071,天箭转债,2022-08-22,073009,100,003009,中天火箭,47.25,52.9,89.3195,128.689,44.08,2022-08-19,3.1854,4.95,2022-08-24,0.0023799411,2022-09-19,AA+
118018,瑞科转债,2022-08-18,718323,100,688323,瑞华泰,16.96,30.91,54.869,116.136,111.66,2022-08-17,2.388,4.3,2022-08-22,0.00172772,2022-09-14,A
127070,大中转债,2022-08-17,071203,100,001203,大中矿业,11.95,10.76,111.0595,132.799,19.56,2022-08-16,1.0079,15.2,2022-08-19,0.0019145637,2022-10-11,AA
123156,博汇转债,2022-08-16,370839,100,300839,博汇股份,14.96,8.0,187.0,187.011,-0.16,2022-08-15,2.2587,3.97,2022-08-18,0.0005633815,2022-09-02,A
127068,顺博转债,2022-08-12,072996,100,002996,顺博合金,7.75,11.27,68.7666,117.633,71.1,2022-08-11,1.8906,8.3,2022-08-16,0.0007501551,2022-09-07,AA-
123155,中陆转债,2022-08-12,371040,100,301040,中环海陆,27.0,31.76,85.0126,124.56,46.56,2022-08-11,3.6,3.6,2022-08-16,0.0007387851,2022-08-31,A+
127069,小熊转债,2022-08-12,072959,100,002959,小熊电器,49.71,52.21,95.2116,127.805,34.23,2022-08-11,3.4375,5.36,2022-08-16,0.0005793748,2022-09-07,AA-
111006,嵘泰转债,2022-08-11,713133,100,605133,嵘泰股份,32.13,,,100.0,,2022-08-10,4.011,6.5067,2022-08-15,0.00102065,2022-09-21,AA-
118017,深科转债,2022-08-08,718328,100,688328,深科达,27.55,,,100.0,,2022-08-05,4.442,3.6,2022-08-10,0.0007305,2022-08-29,A+
113655,欧22转债,2022-08-05,754833,100,603833,欧派家居,52.91,118.48,44.6573,125.384,180.77,2022-08-04,3.283,20.0,2022-08-09,0.00185123,2022-09-01,AA
118016,京源转债,2022-08-05,718096,100,688096,京源环保,9.82,6.91,142.1129,161.61,13.87,2022-08-04,3.098,3.325,2022-08-09,0.00085802,2022-08-25,A
123154,火星转债,2022-08-05,370894,100,300894,火星人,14.3,32.95,43.3991,117.82,171.48,2022-08-04,1.3061,5.28999,2022-08-09,0.0012387727,2022-08-23,AA-
113654,永02转债,2022-08-04,754901,100,603901,永创智能,10.99,9.69,113.4159,138.026,21.71,2022-08-03,1.26,6.10547,2022-08-08,0.00157357,2022-09-01,AA-
113653,永22转债,2022-07-28,754681,100,603681,永冠新材,16.6,22.3,74.4395,121.017,62.54,2022-07-27,4.028,7.7,2022-08-01,0.00109856,2022-08-26,AA-
113652,伟22转债,2022-07-22,754568,100,603568,伟明环保,19.11,27.27,70.077,119.074,69.95,2022-07-21,0.871,14.77,2022-07-26,0.00085852,2022-08-12,AA
118015,芯海转债,2022-07-21,718595,100,688595,芯海科技,38.69,55.67,69.4988,122.867,76.79,2022-07-20,2.954,4.1,2022-07-25,0.00121976,2022-08-18,A+
123153,英力转债,2022-07-21,370956,100,300956,英力股份,17.16,,,100.0,,2022-07-20,2.5757,3.4,2022-07-25,0.0004921466,2022-08-11,A+
123152,润禾转债,2022-07-21,370727,100,300727,润禾材料,32.83,,,100.0,,2022-07-20,2.3041,2.9235,2022-07-25,0.000613369,2022-08-11,A+
127067,恒逸转2,2022-07-21,070703,100,000703,恒逸石化,5.99,10.37,57.7628,112.658,95.04,2022-07-20,0.8364,30.0,2022-07-25,0.0037880595,2022-08-18,AA+
113651,松霖转债,2022-07-20,754992,100,603992,松霖科技,28.85,15.41,187.0863,199.719,6.69,2022-07-19,1.521,6.1,2022-07-22,0.00038283,2022-08-17,AA
118014,高测转债,2022-07-18,718556,100,688556,高测股份,11.59,7.37,157.1235,155.7,-0.89,2022-07-15,2.12,4.833,2022-07-20,0.00132505,2022-08-12,A+
113061,拓普转债,2022-07-14,783689,100,601689,拓普集团,47.35,,,100.0,,2022-07-13,2.268,25.0,2022-07-18,0.00267601,2022-08-12,AA+
127066,科利转债,2022-07-08,072850,100,002850,科达利,118.04,148.7,79.3813,125.45,58.03,2022-07-07,6.5545,15.343705,2022-07-12,0.0038676044,2022-08-03,AA
118013,道通转债,2022-07-08,718208,100,688208,道通科技,35.64,22.55,158.0488,179.104,13.32,2022-07-07,2.849,12.8,2022-07-12,0.0036183,2022-07-28,AA
118012,微芯转债,2022-07-05,718321,100,688321,微芯生物,35.94,25.26,142.2407,162.244,14.07,2022-07-04,1.228,5.0,2022-07-07,0.00190876,2022-07-28,A+
118011,银微转债,2022-07-04,718689,100,688689,银河微电,27.25,31.3,87.0607,126.009,44.74,2022-07-01,3.894,5.0,2022-07-06,0.00186904,2022-08-02,A+
113650,博22转债,2022-07-01,754916,100,603916,苏博特,11.23,22.9,49.083,118.687,141.87,2022-06-30,1.903,8.0,2022-07-05,0.00218809,2022-07-28,AA-
123151,康医转债,2022-07-01,370869,100,300869,康泰医学,18.47,27.55,67.0417,119.198,77.8,2022-06-30,1.7421,7.0,2022-07-05,0.0022130983,2022-07-20,A+
123150,九强转债,2022-06-30,370406,100,300406,九强生物,15.12,16.98,89.0459,124.727,40.11,2022-06-29,1.9366,11.39,2022-07-04,0.0033260952,2022-07-20,AA-
118010,洁特转债,2022-06-28,718026,100,688026,洁特生物,20.91,47.95,43.6079,117.5,169.45,2022-06-27,3.142,4.4,2022-06-30,0.00128853,2022-08-02,A+
113649,丰山转债,2022-06-27,754810,100,603810,丰山集团,16.62,13.73,121.0488,137.133,13.29,2022-06-24,3.079,5.0,2022-06-29,0.0007255,2022-07-21,AA-
118009,华锐转债,2022-06-24,718059,100,688059,华锐精密,67.06,64.79,103.5345,136.528,31.87,2022-06-23,9.089,4.0,2022-06-28,0.00097933,2022-07-21,A+
110087,天业转债,2022-06-23,733075,100,600075,新疆天业,4.84,6.78,71.3864,118.942,66.62,2022-06-22,1.757,30.0,2022-06-27,0.0062116,2022-07-19,AA+
118008,海优转债,2022-06-23,718680,100,688680,海优新材,48.85,46.8,104.3803,129.492,24.06,2022-06-22,8.259,6.94,2022-06-27,0.00217149,2022-07-21,A
111005,富春转债,2022-06-23,713189,100,605189,富春染织,16.63,11.98,138.8147,159.155,14.69,2022-06-22,4.567,5.7,2022-06-27,0.00047414,2022-07-25,AA-
127065,瑞鹄转债,2022-06-22,072997,100,002997,瑞鹄模具,39.86,,,100.0,,2022-06-21,2.3954,4.398,2022-06-24,0.0006807533,2022-07-27,A+
123149,通裕转债,2022-06-20,370185,100,300185,通裕重工,3.05,2.72,112.1324,131.028,16.85,2022-06-17,0.381,14.8472,2022-06-22,0.004226389,2022-07-15,AA
113060,浙22转债,2022-06-14,783878,100,601878,浙商证券,11.49,,,100.0,,2022-06-13,1.804,70.0,2022-06-16,0.011774,2022-07-08,AAA
123148,上能转债,2022-06-14,370827,100,300827,上能电气,24.23,,,100.0,,2022-06-13,1.7676,4.2,2022-06-16,0.0014433022,2022-07-01,A+
123147,中辰转债,2022-05-31,370933,100,300933,中辰股份,8.17,6.43,127.0607,139.385,9.69,2022-05-30,1.2443,5.70537,2022-06-02,0.0012720896,2022-06-21,AA-
113059,福莱转债,2022-05-20,783865,100,601865,福莱特,16.46,41.71,39.463,116.291,194.68,2022-05-19,2.357,40.0,2022-05-24,0.00327735,2022-06-13,AA
127064,杭氧转债,2022-05-19,072430,100,002430,杭氧股份,22.78,26.07,87.3801,126.633,44.91,2022-05-18,1.156,11.37,2022-05-23,0.0018155797,2022-07-05,AA+
