日期,="沪深300.收盘点位",="宏观.中债-十年期收益率(右1)",="宏观.月度社会融资增长率 / 3.6

(右1)",="宏观.大陆 - M2增长率 / 3.28
"
2016-01-31,,,=0.0364,=0.0427
2016-01-29,=2946.0902,=0.0284,,
2016-01-22,=3113.4626,=0.0277,,
2016-01-15,=3118.7300,=0.0275,,
2016-01-08,=3361.5630,=0.0284,,
2015-12-31,=3731.0050,=0.0282,=0.0342,=0.0405
2015-12-25,=3838.2010,=0.0281,,
2015-12-18,=3767.9130,=0.0294,,
2015-12-11,=3608.0590,=0.0299,,
2015-12-04,=3677.5920,=0.0303,,
2015-11-30,,,=0.0339,=0.0418
2015-11-27,=3556.9920,=0.0306,,
2015-11-20,=3774.3830,=0.0313,,
2015-11-13,=3746.2420,=0.0313,,
2015-11-06,=3793.3740,=0.0313,,
2015-10-31,,,=0.0343,=0.0412
2015-10-30,=3534.0790,=0.0306,,
2015-10-23,=3571.2410,=0.0304,,
2015-10-16,=3534.0650,=0.0312,,
2015-10-10,,=0.0316,,
2015-10-09,=3340.1160,,,
2015-09-30,=3202.9480,=0.0324,=0.0350,=0.0399
2015-09-25,=3231.9510,=0.0331,,
2015-09-18,=3251.2730,=0.0331,,
2015-09-11,=3347.1880,=0.0334,,
2015-09-06,,=0.0332,,
2015-09-02,=3365.8320,,,
2015-08-31,,,=0.0350,=0.0405
2015-08-28,=3342.2860,=0.0338,,

数据来源于：理杏仁网站(lixinger.com)
