债券代码,债券简称,申购日期,申购代码,正股代码,正股简称,中签率,上市时间,信用评级
113644,艾迪转债,2022-04-15,754638,603638,艾迪精密,0.00432829,2022-05-12,AA-
113646,永吉转债,2022-04-14,754058,603058,永吉股份,0.00044656,2022-05-17,AA-
123144,裕兴转债,2022-04-11,370305,300305,裕兴股份,0.0020619353,2022-04-27,A+
127059,永东转2,2022-04-08,072753,002753,永东股份,0.0013359626,2022-05-16,AA-
123143,胜蓝转债,2022-03-31,370843,300843,胜蓝股份,0.0003930271,2022-04-22,AA-
113058,友发转债,2022-03-30,783686,601686,友发集团,0.00137217,2022-04-26,AA
111004,明新转债,2022-03-30,713068,605068,明新旭腾,0.00073578,2022-04-25,AA-
113643,风语转债,2022-03-25,754466,603466,风语筑,0.00325335,2022-04-22,AA-
113057,中银转债,2022-03-24,783881,601881,中国银河,0.06376974,2022-05-10,AAA
113056,重银转债,2022-03-23,783963,601963,重庆银行,0.03014188,2022-04-14,AAA
118007,山石转债,2022-03-22,718030,688030,山石网科,0.00178881,2022-04-21,A
123142,申昊转债,2022-03-18,370853,300853,申昊科技,0.001392411,2022-04-11,A-
127058,科伦转债,2022-03-18,072422,002422,科伦药业,0.0051215886,2022-04-20,AA+
123141,宏丰转债,2022-03-15,370283,300283,温州宏丰,0.0009422475,2022-04-08,BBB+
118006,阿拉转债,2022-03-15,718179,688179,阿拉丁,0.00076689,2022-04-12,A+
123140,天地转债,2022-03-14,370743,300743,天地数码,0.000629557,2022-03-30,A
123139,铂科转债,2022-03-11,370811,300811,铂科新材,0.0008798924,2022-03-31,A+
111003,聚合转债,2022-03-07,713166,605166,聚合顺,0.00044739,2022-04-19,AA-
113055,成银转债,2022-03-03,783838,601838,成都银行,0.01399719,2022-04-06,AAA
127057,盘龙转债,2022-03-03,072864,002864,盘龙药业,0.0004537589,2022-04-08,A+
123138,丝路转债,2022-03-02,370556,300556,丝路视觉,0.0012497809,2022-03-22,A
113642,上22转债,2022-03-01,754185,603185,弘元绿能,0.00324259,2022-04-06,AA-
127056,中特转债,2022-02-25,070708,000708,中信特钢,0.0165737615,2022-04-15,AAA
113054,绿动转债,2022-02-25,783330,601330,绿色动力,0.0154616,2022-03-23,AA+
110085,通22转债,2022-02-24,733438,600438,通威股份,0.01949866,2022-03-18,AAA
113641,华友转债,2022-02-24,754799,603799,华友钴业,0.01730114,2022-03-23,AA+
127055,精装转债,2022-02-22,072989,002989,中天精装,0.0023831813,2022-03-24,AA-
113640,苏利转债,2022-02-16,754585,603585,苏利股份,0.00091621,2022-03-10,AA-
127054,双箭转债,2022-02-11,072381,002381,双箭股份,0.0009768991,2022-03-15,AA
123137,锦浪转债,2022-02-10,370763,300763,锦浪科技,0.0068897234,2022-03-02,AA-
118005,天奈转债,2022-01-27,718116,688116,天奈科技,0.00246365,2022-03-01,AA-
127053,豪美转债,2022-01-24,072988,002988,豪美新材,0.0015482983,2022-03-04,AA-
113639,华正转债,2022-01-24,754186,603186,华正新材,0.00346786,2022-02-22,AA+
123136,城市转债,2022-01-21,370778,300778,新城市,0.0004898785,2022-02-15,AA-
113053,隆22转债,2022-01-05,783012,601012,隆基绿能,0.02376563,2022-02-17,AAA
118004,博瑞转债,2022-01-04,718166,688166,博瑞医药,0.00185637,2022-01-27,AA-
113638,台21转债,2021-12-29,754055,603055,台华新材,0.0021851,2022-01-21,AA
123135,泰林转债,2021-12-28,370813,300813,泰林生物,0.0004374263,2022-01-19,A+
123134,卡倍转债,2021-12-27,370863,300863,卡倍亿,0.0005265447,2022-01-18,A+
113052,兴业转债,2021-12-27,783166,601166,兴业银行,0.09857132,2022-01-14,AAA
110084,贵燃转债,2021-12-27,733903,600903,贵州燃气,0.00456848,2022-01-18,AA
127052,西子转债,2021-12-24,072534,002534,西子洁能,0.002976842,2022-01-24,AA
123133,佩蒂转债,2021-12-22,370673,300673,佩蒂股份,0.0012533013,2022-01-21,AA-
113637,华翔转债,2021-12-22,754112,603112,华翔股份,0.00164921,2022-01-20,AA-
123132,回盛转债,2021-12-17,370871,300871,回盛生物,0.0022054859,2022-01-07,AA-
113636,甬金转债,2021-12-13,754995,603995,甬金股份,0.00154662,2021-12-31,AA-
113635,升21转债,2021-12-10,754305,603305,旭升集团,0.00474454,2021-12-30,AA-
113634,珀莱转债,2021-12-08,754605,603605,珀莱雅,0.006034,2022-01-04,AA
111002,特纸转债,2021-12-08,713007,605007,五洲特纸,0.00055795,2021-12-30,AA
123131,奥飞转债,2021-12-03,370738,300738,奥飞数据,0.0014060128,2021-12-22,A+
113633,科沃转债,2021-11-30,754486,603486,科沃斯,0.00869953,2021-12-29,AA
118003,华兴转债,2021-11-29,718001,688001,华兴源创,0.00227647,2021-12-20,AA
127051,博杰转债,2021-11-17,072975,002975,博杰股份,0.0006917487,2021-12-17,AA-
113632,鹤21转债,2021-11-17,754733,603733,仙鹤股份,0.00136911,2021-12-09,AA
123130,设研转债,2021-11-11,370732,300732,设研院,0.0013209989,2021-12-02,AA
110083,苏租转债,2021-11-11,733901,600901,江苏金租,0.00876929,2021-12-10,AAA
127050,麒麟转债,2021-11-11,072984,002984,森麒麟,0.0022174867,2021-12-06,AA
111001,山玻转债,2021-11-08,713006,605006,山东玻纤,0.00208862,2021-12-06,AA-
113631,皖天转债,2021-11-08,754689,603689,皖天然气,0.00134238,2021-12-10,AA+
123129,锦鸡转债,2021-11-04,370798,300798,锦鸡股份,0.0041304969,2021-11-24,A+
127049,希望转2,2021-11-02,070876,000876,新希望,0.0230951278,2021-11-29,AAA
123128,首华转债,2021-11-01,370483,300483,首华燃气,0.0113842934,2021-11-18,AA-
123127,耐普转债,2021-10-29,370818,300818,耐普矿机,0.0032734062,2021-11-19,A+
110082,宏发转债,2021-10-28,733885,600885,宏发股份,0.0084696,2021-11-23,AA
113630,赛伍转债,2021-10-27,754212,603212,赛伍技术,0.00355375,2021-11-23,AA-
127048,中大转债,2021-10-26,072896,002896,中大力德,0.0014588823,2021-11-24,A+
127047,帝欧转债,2021-10-25,072798,002798,帝欧家居,0.0079135913,2021-11-26,A-
127046,百润转债,2021-09-29,072568,002568,百润股份,0.0013496701,2021-11-03,AA
113629,泉峰转债,2021-09-14,754982,603982,泉峰汽车,0.00375771,2021-10-21,A+
123126,瑞丰转债,2021-09-10,370243,300243,瑞丰高材,0.0012073386,2021-10-18,A
123125,元力转债,2021-09-06,370174,300174,元力股份,0.0050720323,2021-09-30,AA-
113628,晨丰转债,2021-08-23,754685,603685,晨丰科技,0.00195979,2021-09-17,A
127044,蒙娜转债,2021-08-16,072918,002918,蒙娜丽莎,0.0018822523,2021-09-16,AA-
123124,晶瑞转2,2021-08-16,370655,300655,晶瑞电材,0.0028963875,2021-09-07,A+
127045,牧原转债,2021-08-16,072714,002714,牧原股份,0.014138096,2021-09-10,AA+
118002,天合转债,2021-08-13,718599,688599,天合光能,0.01059947,2021-09-01,AA
127043,川恒转债,2021-08-12,072895,002895,川恒股份,0.0046218017,2021-09-23,AA-
123123,江丰转债,2021-08-12,370666,300666,江丰电子,0.0033476722,2021-09-01,A+
127042,嘉美转债,2021-08-09,072969,002969,嘉美包装,0.0070443845,2021-09-08,AA
123122,富瀚转债,2021-08-06,370613,300613,富瀚微,0.0021179642,2021-08-24,A+
123121,帝尔转债,2021-08-05,370776,300776,帝尔激光,0.0012905978,2021-08-27,AA-
123120,隆华转债,2021-07-30,370263,300263,隆华科技,0.0022189544,2021-08-23,AA-
110081,闻泰转债,2021-07-28,733745,600745,闻泰科技,0.04402965,2021-08-20,AA-
118001,金博转债,2021-07-23,718598,688598,金博股份,0.0017707,2021-08-18,A+
123119,康泰转2,2021-07-15,370601,300601,康泰生物,0.0141817815,2021-08-05,AA
113627,太平转债,2021-07-15,754877,603877,太平鸟,0.00054163,2021-08-06,AA
127041,弘亚转债,2021-07-12,072833,002833,弘亚数控,0.0048246828,2021-08-10,AA-
127040,国泰转债,2021-07-07,072091,002091,江苏国泰,0.0175529317,2021-08-10,AA+
123118,惠城转债,2021-07-07,370779,300779,惠城环保,0.0024427362,2021-07-26,A+
127039,北港转债,2021-06-29,070582,000582,北部湾港,0.0182929759,2021-07-23,AAA
113626,伯特转债,2021-06-29,754596,603596,伯特利,0.00306762,2021-07-21,AA
123117,健帆转债,2021-06-23,370529,300529,健帆生物,0.0018136556,2021-07-12,AA
113051,节能转债,2021-06-21,783016,601016,节能风电,0.01332842,2021-07-22,AA+
113050,南银转债,2021-06-15,783009,601009,南京银行,0.02907534,2021-07-01,AAA
113625,江山转债,2021-06-11,754208,603208,江山欧派,0.00101858,2021-07-01,AA-
113049,长汽转债,2021-06-10,783633,601633,长城汽车,0.00528552,2021-07-08,AAA
127038,国微转债,2021-06-10,072049,002049,紫光国微,0.0089843401,2021-07-14,AA+
123116,万兴转债,2021-06-09,370624,300624,万兴科技,0.0031002913,2021-07-01,A+
123115,捷捷转债,2021-06-08,370623,300623,捷捷微电,0.0028256096,2021-06-29,AA-
127037,银轮转债,2021-06-07,072126,002126,银轮股份,0.0027731843,2021-07-09,AA
127036,三花转债,2021-06-01,072050,002050,三花智控,0.009443869,2021-06-30,AA+
127035,濮耐转债,2021-05-26,072225,002225,濮耐股份,0.0053471158,2021-06-18,AA
123114,三角转债,2021-05-25,370775,300775,三角防务,0.003312021,2021-06-11,AA-
111000,起帆转债,2021-05-24,713222,605222,起帆电缆,0.00843359,2021-06-17,AA-
127034,绿茵转债,2021-04-30,072887,002887,绿茵生态,0.0076133113,2021-05-28,AA-
113624,正川转债,2021-04-28,754976,603976,正川股份,0.00391946,2021-06-01,A+
113048,晶科转债,2021-04-23,783778,601778,晶科科技,0.02540444,2021-05-31,AA
123113,仙乐转债,2021-04-19,370791,300791,仙乐健康,0.0012972269,2021-05-14,AA-
127033,中装转2,2021-04-16,072822,002822,ST中装,0.0127924905,2021-05-24,B-
110080,东湖转债,2021-04-12,733133,600133,东湖高新,0.01334922,2021-05-12,AA
127032,苏行转债,2021-04-12,072966,002966,苏州银行,0.0463395661,2021-05-12,AAA
113047,旗滨转债,2021-04-09,783636,601636,旗滨集团,0.00706166,2021-05-07,AA+
123112,万讯转债,2021-04-08,370112,300112,万讯自控,0.0024070169,2021-04-23,AA-
113623,凤21转债,2021-04-08,754225,603225,新凤鸣,0.0054826,2021-05-07,AA
123111,东财转3,2021-04-07,370059,300059,东方财富,0.0587697466,2021-04-23,AA+
123110,九典转债,2021-04-01,370705,300705,九典制药,0.0021121042,2021-04-23,A+
123109,昌红转债,2021-04-01,370151,300151,昌红科技,0.0045166298,2021-04-19,AA-
123108,乐普转2,2021-03-30,370003,300003,乐普医疗,0.0172882477,2021-04-19,AA+
110079,杭银转债,2021-03-29,733926,600926,杭州银行,0.06353692,2021-04-23,AAA
123107,温氏转债,2021-03-29,370498,300498,温氏股份,0.0170006161,2021-04-21,AAA
113622,杭叉转债,2021-03-25,754298,603298,杭叉集团,0.00155683,2021-04-14,AA+
127031,洋丰转债,2021-03-25,070902,000902,新洋丰,0.0036186809,2021-04-23,AA
123106,正丹转债,2021-03-24,370641,300641,正丹股份,0.0052517895,2021-04-20,AA-
113046,金田转债,2021-03-22,783609,601609,金田股份,0.01333617,2021-04-12,AA+
127030,盛虹转债,2021-03-22,070301,000301,东方盛虹,0.01612593,2021-04-21,AA+
128145,日丰转债,2021-03-22,072953,002953,日丰股份,0.0011090651,2021-04-16,AA-
123105,拓尔转债,2021-03-19,370229,300229,拓尔思,0.0053683832,2021-04-27,AA-
127029,中钢转债,2021-03-19,070928,000928,中钢国际,0.0120441383,2021-04-23,AA+
123104,卫宁转债,2021-03-16,370253,300253,卫宁健康,0.0072930284,2021-03-31,AA
123103,震安转债,2021-03-12,370767,300767,震安科技,0.0020636122,2021-03-31,A+
123102,华自转债,2021-03-12,370490,300490,华自科技,0.0083448947,2021-04-01,AA-
123101,拓斯转债,2021-03-10,370607,300607,拓斯达,0.0043718239,2021-03-29,AA
113620,傲农转债,2021-03-10,754363,603363,傲农生物,0.00600858,2021-04-02,AA
113045,环旭转债,2021-03-04,783231,601231,环旭电子,0.00852173,2021-04-02,AA+
128144,利民转债,2021-03-01,072734,002734,利民股份,0.0097896723,2021-03-24,AA
118000,嘉元转债,2021-02-23,718388,688388,嘉元科技,0.00538537,2021-03-15,A+
404005,普利退债,2021-02-09,370630,400266,R普利1,0.0033148912,,
123099,普利转退,2021-02-09,370630,300630,普利退,0.0033148912,2021-03-08,B+
123100,朗科转债,2021-02-09,370543,300543,朗科智能,0.0057083238,2021-03-16,AA-
123098,一品转债,2021-01-28,370723,300723,一品红,0.0009778488,2021-02-23,AA-
123097,美力转债,2021-01-27,370611,300611,美力科技,0.0017836629,2021-02-24,A+
113621,彤程转债,2021-01-26,754650,603650,彤程新材,0.00076757,2021-02-22,AA
123096,思创转债,2021-01-26,370078,300078,思创医惠,0.0054656157,2021-03-01,BB
113042,上银转债,2021-01-25,783229,601229,上海银行,0.10907806,2021-02-10,AAA
123094,星源转2,2021-01-20,370568,300568,星源材质,0.0052075383,2021-03-31,AA
113619,世运转债,2021-01-20,754920,603920,世运电路,0.00184249,2021-02-19,AA
123093,金陵转债,2021-01-19,370651,300651,金陵体育,0.0004956518,2021-02-18,A+
113618,美诺转债,2021-01-14,754538,603538,美诺华,0.00329918,2021-02-04,AA-
128143,锋龙转债,2021-01-08,072931,002931,锋龙股份,0.0007095687,2021-01-29,A+
127028,英特转债,2021-01-05,070411,000411,英特集团,0.0036110548,2021-03-10,AA+
113616,韦尔转债,2020-12-28,754501,603501,豪威集团,0.00738383,2021-01-22,AA+
123092,天壕转债,2020-12-24,370332,300332,天壕能源,0.0023430463,2021-01-15,A+
123091,长海转债,2020-12-23,370196,300196,长海股份,0.0014067053,2021-01-15,AA
113615,金诚转债,2020-12-23,754979,603979,金诚信,0.0032146,2021-01-14,AA
123090,三诺转债,2020-12-21,370298,300298,三诺生物,0.0024221039,2021-01-12,AA
123089,九洲转2,2020-12-21,370040,300040,九洲集团,0.0021923237,2021-01-08,AA-
128142,新乳转债,2020-12-18,072946,002946,新乳业,0.0006461241,2021-01-19,AA
128141,旺能转债,2020-12-17,072034,002034,旺能环境,0.0048533496,2021-01-18,AA
113614,健20转债,2020-12-17,754707,603707,健友股份,0.00128136,2021-01-18,AA
123088,威唐转债,2020-12-15,370707,300707,威唐工业,0.0015096482,2021-01-06,A+
123087,明电转债,2020-12-15,370739,300739,明阳电路,0.0012211636,2021-01-05,AA-
113044,大秦转债,2020-12-14,783006,601006,大秦铁路,0.05651439,2021-01-15,AAA
123086,海兰转债,2020-12-11,370065,300065,海兰信,0.003484704,2021-02-08,AA-
123085,万顺转2,2020-12-11,370057,300057,万顺新材,0.0035536171,2020-12-28,AA-
127027,能化转债,2020-12-10,070552,000552,甘肃能化,0.0213847535,2021-01-22,AAA
123084,高澜转债,2020-12-10,370499,300499,高澜股份,0.0010784413,2021-01-08,A+
113043,财通转债,2020-12-10,783108,601108,财通证券,0.01261614,2020-12-28,AAA
123083,朗新转债,2020-12-09,370682,300682,朗新集团,0.0021702201,2021-01-06,AA
113612,永冠转债,2020-12-08,754681,603681,永冠新材,0.00109624,2021-01-07,AA-
127026,超声转债,2020-12-08,070823,000823,超声电子,0.0053964483,2021-01-14,AA
123082,北陆转债,2020-12-07,370016,300016,北陆药业,0.0017313567,2020-12-28,A
128140,润建转债,2020-12-07,072929,002929,润建股份,0.0022005806,2020-12-29,AA
123081,精研转债,2020-12-03,370709,300709,精研科技,0.002124323,2020-12-22,AA-
123080,海波转债,2020-12-02,370517,300517,海波重科,0.0006796921,2020-12-22,A+
123079,运达转债,2020-12-01,370772,300772,运达股份,0.0021538626,2020-12-25,AA
113610,灵康转债,2020-12-01,754669,603669,灵康药业,0.00133615,2020-12-22,A-
113611,福20转债,2020-12-01,754806,603806,福斯特,0.00215375,2020-12-22,AA
128139,祥鑫转债,2020-12-01,072965,002965,祥鑫科技,0.0012362995,2020-12-24,AA-
123078,飞凯转债,2020-11-27,370398,300398,飞凯材料,0.0071449443,2020-12-16,AA-
113609,永安转债,2020-11-24,754776,603776,永安行,0.0021376,2020-12-23,AA-
123077,汉得转债,2020-11-23,370170,300170,汉得信息,0.0060069821,2020-12-15,AA
110077,洪城转债,2020-11-20,733461,600461,洪城环境,0.00447731,2020-12-17,AA+
123076,强力转债,2020-11-19,370429,300429,强力新材,0.003900825,2020-12-04,AA-
128138,侨银转债,2020-11-17,072973,002973,侨银股份,0.0008817076,2020-12-24,A+
113608,威派转债,2020-11-09,754956,603956,威派格,0.00055212,2020-11-27,A+
127025,冀东转债,2020-11-05,070401,000401,冀东水泥,0.0115892497,2020-12-02,AAA
127024,盈峰转债,2020-11-04,070967,000967,盈峰环境,0.0073415,2020-12-02,AA+
128137,洁美转债,2020-11-04,072859,002859,洁美科技,0.0015490067,2020-12-01,AA-
128136,立讯转债,2020-11-03,072475,002475,立讯精密,0.0122806628,2020-12-02,AA+
113041,紫金转债,2020-11-03,783899,601899,紫金矿业,0.01817312,2020-11-27,AAA
123075,贝斯转债,2020-11-02,370580,300580,贝斯特,0.0013333329,2020-11-23,AA-
110076,华海转债,2020-11-02,733521,600521,华海药业,0.00585781,2020-11-25,AA
113607,伟20转债,2020-11-02,754568,603568,伟明环保,0.00154674,2020-11-27,AA
113606,荣泰转债,2020-10-30,754579,603579,荣泰健康,0.00140237,2020-11-20,AA-
123074,隆利转债,2020-10-29,370752,300752,隆利科技,0.001213147,2020-11-16,AA-
123073,同和转债,2020-10-26,370636,300636,同和药业,0.0019355294,2020-11-16,A+
127023,华菱转2,2020-10-23,070932,000932,华菱钢铁,0.0132405664,2020-11-19,AAA
113605,大参转债,2020-10-22,754233,603233,大参林,0.00175982,2020-11-13,AA
113040,星宇转债,2020-10-22,783799,601799,星宇股份,0.00404514,2020-11-16,AA+
123071,天能转债,2020-10-21,370569,300569,天能重工,0.0025323626,2020-11-25,AA-
123072,乐歌转债,2020-10-21,370729,300729,乐歌股份,0.0001860645,2020-11-10,A+
123070,鹏辉转债,2020-10-20,370438,300438,鹏辉能源,0.002757234,2020-11-06,AA
128135,洽洽转债,2020-10-20,072557,002557,洽洽食品,0.0047402921,2020-11-18,AA
123069,金诺转债,2020-10-16,370505,300505,川金诺,0.0010466397,2020-11-05,AA-
127022,恒逸转债,2020-10-16,070703,000703,恒逸石化,0.0066710976,2020-11-16,AA+
110075,南航转债,2020-10-15,733029,600029,南方航空,0.04534376,2020-11-03,AAA
123068,弘信转债,2020-10-15,370657,300657,弘信电子,0.0021791225,2020-11-04,AA-
113604,多伦转债,2020-10-13,754528,603528,多伦科技,0.0013212,2020-11-17,AA-
128134,鸿路转债,2020-10-09,072541,002541,鸿路钢构,0.0038985059,2020-11-02,AA
113603,东缆转债,2020-09-24,754606,603606,东方电缆,0.00270889,2020-10-29,AA
128133,奇正转债,2020-09-22,072287,002287,奇正藏药,0.0047638333,2020-10-27,AA
123067,斯莱转债,2020-09-17,370382,300382,斯莱克,0.0036756041,2020-10-15,AA-
123066,赛意转债,2020-09-16,370687,300687,赛意信息,0.0006229113,2020-10-15,A+
128132,交建转债,2020-09-15,072941,002941,新疆交建,0.0070094297,2020-10-16,AA
128131,崇达转2,2020-09-07,072815,002815,崇达技术,0.002532756,2020-09-28,AA
123065,宝莱转债,2020-09-04,370246,300246,宝莱特,0.000719054,2020-09-24,AA-
123064,万孚转债,2020-09-01,370482,300482,万孚生物,0.0026141902,2020-09-23,AA
128130,景兴转债,2020-08-31,072067,002067,景兴纸业,0.0073651176,2020-09-18,AA
128129,青农转债,2020-08-25,072958,002958,青农商行,0.0218393992,2020-09-18,AAA
113039,嘉泽转债,2020-08-24,783619,601619,嘉泽新能,0.00361073,2020-09-17,AA
113602,景20转债,2020-08-24,754228,603228,景旺电子,0.00293701,2020-09-22,AA
113601,塞力转债,2020-08-21,754716,603716,塞力医疗,0.00216291,2020-09-15,BB+
128127,文科转债,2020-08-20,072775,002775,文科股份,0.0025740545,2020-09-11,A-
128128,齐翔转2,2020-08-20,072408,002408,齐翔腾达,0.0085402882,2020-09-15,AA
110074,精达转债,2020-08-19,733577,600577,精达股份,0.00377463,2020-09-21,AA
404004,汇车退债,2020-08-18,733297,400245,R汇车1,0.02625184,2024-11-01,A
110072,广汇转债,2020-08-18,733297,600297,广汇汽车,0.02625184,2020-09-15,AA-
113600,新星转债,2020-08-13,754978,603978,深圳新星,0.0018836,2020-09-11,A-
127021,特发转2,2020-08-07,070070,000070,ST特信,0.0023755027,2020-09-04,AA
128126,赣锋转2,2020-08-06,072460,002460,赣锋锂业,0.0098998169,2020-09-08,AA
113599,嘉友转债,2020-08-05,754871,603871,嘉友国际,0.00088457,2020-09-07,AA-
113598,法兰转债,2020-07-31,754966,603966,法兰泰克,0.00066859,2020-08-25,AA-
113038,隆20转债,2020-07-31,783012,601012,隆基绿能,0.01172791,2020-09-08,AAA
128125,华阳转债,2020-07-30,072949,002949,华阳国际,0.0012829198,2020-08-21,AA-
113597,佳力转债,2020-07-30,754912,603912,佳力图,0.00189504,2020-08-21,AA-
123063,大禹转债,2020-07-28,370021,300021,大禹节水,0.0026991037,2020-08-20,AA-
128124,科华转债,2020-07-28,072022,002022,科华生物,0.0039375532,2020-08-20,A+
113596,城地转债,2020-07-28,754887,603887,城地香江,0.00228593,2020-08-20,BBB
128123,国光转债,2020-07-27,072749,002749,国光股份,0.0004045176,2020-08-19,AA-
123062,三超转债,2020-07-27,370554,300554,三超新材,0.0006112477,2020-08-17,A
110073,国投转债,2020-07-24,733061,600061,国投资本,0.05041538,2020-08-20,AAA
128122,兴森转债,2020-07-23,072436,002436,兴森科技,0.0017141879,2020-08-17,AA
113037,紫银转债,2020-07-23,783860,601860,紫金银行,0.03710734,2020-08-17,AA+
123061,航新转债,2020-07-22,370424,300424,航新科技,0.0016303342,2020-08-18,A-
123060,苏试转债,2020-07-21,370416,300416,苏试试验,0.0014857201,2020-08-17,AA-
113595,花王转债,2020-07-21,754007,603007,*ST花王,0.00334131,2020-08-18,B-
113594,淳中转债,2020-07-21,754516,603516,淳中科技,0.00083065,2020-08-28,A+
113593,沪工转债,2020-07-20,754131,603131,上海沪工,0.00238234,2020-08-10,A
127020,中金转债,2020-07-20,070060,000060,中金岭南,0.0222914863,2020-08-14,AA+
128120,联诚转债,2020-07-17,072921,002921,联诚精密,0.0011654962,2020-08-17,A
128121,宏川转债,2020-07-17,072930,002930,宏川智慧,0.0022019837,2020-08-07,AA-
123059,银信转债,2020-07-15,370231,300231,银信科技,0.002804547,2020-08-12,AA-
127019,国城转债,2020-07-15,070688,000688,国城矿业,0.0017374588,2020-08-10,A+
123058,欣旺转债,2020-07-14,370207,300207,欣旺达,0.0063610473,2020-08-07,AA
128119,龙大转债,2020-07-13,072726,002726,龙大美食,0.0033538774,2020-08-07,A+
110071,湖盐转债,2020-07-10,733929,600929,雪天盐业,0.00241531,2020-07-31,AA
113592,安20转债,2020-07-08,754345,603345,安井食品,0.00244472,2020-07-31,AA
113036,宁建转债,2020-07-06,783789,601789,宁波建工,0.00252691,2020-08-06,AA
128117,道恩转债,2020-07-02,072838,002838,道恩股份,0.001108956,2020-07-20,AA-
128118,瀛通转债,2020-07-02,072861,002861,瀛通通讯,0.0008764212,2020-08-05,A+
113591,胜达转债,2020-07-01,754687,603687,大胜达,0.00251037,2020-07-23,AA-
123057,美联转债,2020-07-01,370586,300586,美联新材,0.0007922256,2020-07-27,AA-
127018,本钢转债,2020-06-29,070761,000761,本钢板材,0.0925101034,2020-08-04,AAA
113590,海容转债,2020-06-29,754187,603187,海容冷链,0.00163561,2020-07-27,AA-
128116,瑞达转债,2020-06-29,072961,002961,瑞达期货,0.0006328567,2020-07-24,AA
128115,巨星转债,2020-06-24,072444,002444,巨星科技,0.0037931761,2020-07-16,AA
113589,天创转债,2020-06-24,754608,603608,天创时尚,0.00446376,2020-07-16,A-
123056,雪榕转债,2020-06-24,370511,300511,雪榕生物,0.0039153186,2020-07-24,A
123055,晨光转债,2020-06-17,370138,300138,晨光生物,0.0033685891,2020-07-13,AA-
113588,润达转债,2020-06-17,754108,603108,润达医疗,0.00362828,2020-07-13,AA
128114,正邦转债,2020-06-17,072157,002157,正邦科技,0.0074796201,2020-07-15,CC
113587,泛微转债,2020-06-15,754039,603039,泛微网络,0.00058595,2020-07-14,AA-
128113,比音转债,2020-06-15,072832,002832,比音勒芬,0.0017055504,2020-07-15,AA
128112,歌尔转2,2020-06-12,072241,002241,歌尔股份,0.0206728346,2020-07-13,AA+
128111,中矿转债,2020-06-11,072738,002738,中矿资源,0.0042105817,2020-07-07,AA-
123054,思特转债,2020-06-10,370608,300608,思特奇,0.0020095273,2020-07-06,AA-
113586,上机转债,2020-06-09,754185,603185,弘元绿能,0.00159549,2020-07-07,AA-
128110,永兴转债,2020-06-09,072756,002756,永兴材料,0.0018356443,2020-07-08,AA
113585,寿仙转债,2020-06-09,754896,603896,寿仙谷,0.00106434,2020-07-07,AA-
113584,家悦转债,2020-06-05,754708,603708,家家悦,0.0016905,2020-06-24,AA
123052,飞鹿转债,2020-06-05,370665,300665,飞鹿股份,0.0010765106,2020-07-03,A
123053,宝通转债,2020-06-05,370031,300031,宝通科技,0.0033767265,2020-07-01,AA-
128109,楚江转债,2020-06-04,072171,002171,楚江新材,0.0066122152,2020-06-23,AA
123051,今天转债,2020-06-04,370532,300532,今天国际,0.0016200692,2020-06-30,A+
127017,万青转债,2020-06-03,070789,000789,万年青,0.0055624354,2020-07-02,AA+
113583,益丰转债,2020-06-01,754939,603939,益丰药房,0.0113806,2020-06-22,AA
128108,蓝帆转债,2020-05-28,072382,002382,蓝帆医疗,0.0194791375,2020-06-19,AA-
113582,火炬转债,2020-05-27,754678,603678,火炬电子,0.00301617,2020-06-23,AA
113035,福莱转债,2020-05-27,783865,601865,福莱特,0.00192354,2020-06-17,AA
113581,龙蟠转债,2020-04-23,754906,603906,龙蟠科技,0.0015598,2020-05-19,A+
113579,健友转债,2020-04-23,754707,603707,健友股份,0.00089578,2020-05-22,AA
113580,康隆转债,2020-04-23,754665,603665,康隆达,0.00073934,2020-05-20,AA-
128107,交科转债,2020-04-22,072061,002061,浙江交科,0.0069568442,2020-05-22,AA+
113578,全筑转债,2020-04-20,754030,603030,全筑股份,0.00192268,2020-05-19,B-
113573,纵横转债,2020-04-17,754602,603602,纵横通信,0.00149134,2020-05-22,A+
113577,春秋转债,2020-04-14,754890,603890,春秋电子,0.0011919,2020-05-13,AA-
123050,聚飞转债,2020-04-14,370303,300303,聚飞光电,0.0103638504,2020-05-15,AA-
123049,维尔转债,2020-04-13,370190,300190,维尔利,0.0116420139,2020-05-12,A-
110070,凌钢转债,2020-04-13,733231,600231,凌钢股份,0.00466624,2020-05-13,AA
113576,起步转债,2020-04-10,754557,603557,ST起步,0.00829808,2020-05-07,B-
113034,滨化转债,2020-04-10,783678,601678,滨化股份,0.02050994,2020-04-30,AA
123048,应急转债,2020-04-10,370527,300527,ST应急,0.0187726049,2020-05-11,AA+
128106,华统转债,2020-04-10,072840,002840,华统股份,0.0031783036,2020-05-08,AA
127016,鲁泰转债,2020-04-09,070726,000726,鲁泰A,0.0112659532,2020-05-13,AA+
128105,长集转债,2020-04-09,072616,002616,长青集团,0.0020388649,2020-05-13,AA-
113575,东时转债,2020-04-09,754377,603377,ST东时,0.0058705,2020-04-30,CCC
110069,瀚蓝转债,2020-04-07,733323,600323,瀚蓝环境,0.00446687,2020-05-07,AA+
128104,裕同转债,2020-04-07,072831,002831,裕同科技,0.0044729367,2020-04-28,AA+
113033,利群转债,2020-04-01,783366,601366,利群股份,0.01910949,2020-04-21,AA
113574,华体转债,2020-03-31,754679,603679,华体科技,0.00133249,2020-04-27,A
