债券代码,债券简称,申购日期,申购代码,正股代码,正股简称,中签率,上市时间,信用评级
128103,同德转债,2020-03-26,072360,002360,同德化工,0.0022022646,2020-04-21,A+
110068,龙净转债,2020-03-24,733388,600388,龙净环保,0.01802732,2020-04-15,AA+
123047,久吾转债,2020-03-20,370631,300631,久吾高科,0.0024346191,2020-04-17,A+
128102,海大转债,2020-03-19,072311,002311,海大集团,0.010381484,2020-04-16,AA+
123046,天铁转债,2020-03-19,370587,300587,天铁科技,0.006493967,2020-04-17,AA-
128101,联创转债,2020-03-16,072036,002036,联创电子,0.0051125501,2020-04-13,AA-
128100,搜特转债,2020-03-12,072503,002503,*ST搜特,0.012303288,2020-04-09,CC
123045,雷迪转债,2020-03-12,370652,300652,雷迪克,0.0051169954,2020-04-13,A+
123044,红相转债,2020-03-12,370427,300427,红相股份,0.0150937243,2020-04-13,A-
113571,博特转债,2020-03-12,754916,603916,苏博特,0.00892127,2020-04-01,AA-
110067,华安转债,2020-03-12,733909,600909,华安证券,0.0227139,2020-04-09,AAA
404002,搜特退债,2020-03-12,072503,400198,R搜特1,0.012303288,2023-10-20,C
113572,三祥转债,2020-03-12,754663,603663,三祥新材,0.002089,2020-04-09,A+
128099,永高转债,2020-03-11,072641,002641,公元股份,0.0049277976,2020-04-10,AA
113570,百达转债,2020-03-11,754331,603331,百达精工,0.00332853,2020-04-08,A+
113569,科达转债,2020-03-09,754660,603660,苏州科达,0.00798677,2020-04-08,A-
113568,新春转债,2020-03-06,754667,603667,五洲新春,0.00656682,2020-04-02,AA-
128098,康弘转债,2020-03-05,072773,002773,康弘药业,0.0298996227,2020-03-31,AA
123043,正元转债,2020-03-05,370645,300645,正元智慧,0.0030780242,2020-03-31,A+
113567,君禾转债,2020-03-04,754617,603617,君禾股份,0.00152501,2020-04-03,A+
113032,桐20转债,2020-03-02,783233,601233,桐昆股份,0.01796321,2020-03-20,AA+
110066,盛屯转债,2020-03-02,733711,600711,ST盛屯,0.04092865,2020-03-31,AA
113564,天目转债,2020-02-28,754136,603136,天目湖,0.00094899,2020-03-16,AA-
113566,翔港转债,2020-02-28,754499,603499,翔港科技,0.00169923,2020-03-31,A+
113565,宏辉转债,2020-02-26,754336,603336,宏辉果蔬,0.00170335,2020-03-16,A+
128097,奥佳转债,2020-02-25,072614,002614,奥佳华,0.0082119788,2020-03-18,A+
128096,奥瑞转债,2020-02-11,072701,002701,奥瑞金,0.0158999356,2020-03-16,AA+
128095,恩捷转债,2020-02-11,072812,002812,恩捷股份,0.0121868644,2020-02-28,AA
113563,柳药转债,2020-01-16,754368,603368,柳药集团,0.00937384,2020-02-24,AA
128094,星帅转债,2020-01-16,072860,002860,星帅尔,0.002356652,2020-02-19,A+
123042,银河转债,2020-01-14,370619,300619,金银河,0.0042317747,2020-02-14,A+
123041,东财转2,2020-01-13,370059,300059,东方财富,0.1320190507,2020-02-14,AA+
113031,博威转债,2020-01-10,783137,601137,博威合金,0.02172952,2020-02-17,AA
123040,乐普转债,2020-01-03,370003,300003,乐普医疗,0.0264293581,2020-01-23,AA+
127015,希望转债,2020-01-03,070876,000876,新希望,0.0492694631,2020-02-04,AAA
128093,百川转债,2020-01-03,072455,002455,百川股份,0.0197982464,2020-01-21,AA-
113562,璞泰转债,2020-01-02,754659,603659,璞泰来,0.00788472,2020-02-04,AA
113561,正裕转债,2019-12-31,754089,603089,正裕工业,0.0114564,2020-02-10,A+
128092,唐人转债,2019-12-30,072567,002567,唐人神,0.0414506941,2020-01-22,AA
128091,新天转债,2019-12-30,072873,002873,新天药业,0.0058986356,2020-01-17,A+
128090,汽模转2,2019-12-27,072510,002510,天汽模,0.0170801557,2020-01-23,AA-
123039,开润转债,2019-12-26,370577,300577,开润股份,0.0083385095,2020-01-23,A+
128089,麦米转债,2019-12-26,072851,002851,麦格米特,0.0160361895,2020-01-21,AA-
123038,联得转债,2019-12-25,370545,300545,联得装备,0.0098203772,2020-01-22,A+
113030,东风转债,2019-12-24,783515,601515,东峰集团,0.01065442,2020-01-20,AA
128088,深南转债,2019-12-24,072916,002916,深南电路,0.0641932526,2020-01-16,AA
113559,永创转债,2019-12-23,754901,603901,永创智能,0.01443387,2020-01-10,AA-
113558,日月转债,2019-12-23,754218,603218,日月股份,0.03228866,2020-01-14,AA
110065,淮矿转债,2019-12-23,733985,600985,淮北矿业,0.01679922,2020-01-13,
113556,至纯转债,2019-12-20,754690,603690,至纯科技,0.00686213,2020-01-09,A+
110064,建工转债,2019-12-20,733939,600939,重庆建工,0.07110464,2020-01-16,AA+
123037,新莱转债,2019-12-19,370260,300260,新莱应材,0.0133938179,2020-01-22,A+
113557,森特转债,2019-12-19,754098,603098,森特股份,0.00506398,2020-01-10,AA-
113555,振德转债,2019-12-19,754301,603301,振德医疗,0.00667714,2020-01-14,AA-
128087,孚日转债,2019-12-17,072083,002083,孚日股份,0.0229392014,2020-01-16,AA-
128086,国轩转债,2019-12-17,072074,002074,国轩高科,0.0183184434,2020-01-10,AA
113554,仙鹤转债,2019-12-16,754733,603733,仙鹤股份,0.01089568,2020-01-10,AA
113029,明阳转债,2019-12-16,783615,601615,明阳智能,0.04731255,2020-01-07,AA
128085,鸿达转债,2019-12-16,072002,002002,ST鸿达,0.030341606,2020-01-08,CC
404003,鸿达退债,2019-12-16,072002,400207,R鸿达1,0.030341606,2024-05-24,C
128084,木森转债,2019-12-16,072745,002745,木林森,0.0236339824,2020-01-10,AA
110063,鹰19转债,2019-12-13,733567,600567,山鹰国际,0.09184936,2020-01-03,AA
113553,金牌转债,2019-12-13,754180,603180,金牌家居,0.00472987,2020-01-07,AA-
128083,新北转债,2019-12-12,072376,002376,新北洋,0.0353480322,2019-12-31,AA
123036,先导转债,2019-12-11,370450,300450,先导智能,0.0348628059,2020-01-10,AA
128082,华锋转债,2019-12-04,072806,002806,华锋股份,0.0345513567,2020-01-06,A-
113552,克来转债,2019-12-02,754960,603960,克来机电,0.00265767,2019-12-19,A+
110062,烽火转债,2019-12-02,733498,600498,烽火通信,0.01999166,2019-12-25,AAA
128081,海亮转债,2019-11-21,072203,002203,海亮股份,0.0225746796,2019-12-16,AA
128080,顺丰转债,2019-11-18,072352,002352,顺丰控股,0.0180704915,2019-12-09,AAA
113550,常汽转债,2019-11-18,754035,603035,常熟汽饰,0.04359224,2019-12-12,AA-
113551,福特转债,2019-11-18,754806,603806,福斯特,0.00686193,2019-12-11,AA
113549,白电转债,2019-11-15,754861,603861,白云电器,0.03340617,2019-12-11,AA
123035,利德转债,2019-11-14,370296,300296,利亚德,0.0517293328,2019-12-09,AA+
110061,川投转债,2019-11-11,733674,600674,川投能源,0.01142416,2019-12-02,AAA
123034,通光转债,2019-11-04,370265,300265,通光线缆,0.0216651437,2019-11-28,A+
123033,金力转债,2019-11-01,370748,300748,金力永磁,0.0400169411,2019-11-25,AA-
110060,天路转债,2019-10-28,733326,600326,西藏天路,0.0190581,2019-11-28,AA
110059,浦发转债,2019-10-28,733000,600000,浦发银行,0.3016799,2019-11-15,AAA
113548,石英转债,2019-10-28,754688,603688,石英股份,0.01816276,2019-11-22,AA-
113547,索发转债,2019-10-24,754612,603612,索通发展,0.02272221,2019-11-22,AA
127014,北方转债,2019-10-24,070065,000065,北方国际,0.0237836701,2019-11-21,AA+
113546,迪贝转债,2019-10-23,754320,603320,迪贝电气,0.01479018,2019-11-21,A+
128078,太极转债,2019-10-21,072368,002368,太极股份,0.0428787602,2019-11-08,AA
128079,英联转债,2019-10-21,072846,002846,英联股份,0.0146135185,2019-11-21,A-
128077,华夏转债,2019-10-16,072928,002928,华夏航空,0.0202864341,2019-11-07,AA-
128076,金轮转债,2019-10-14,072722,002722,物产金轮,0.015673114,2019-11-08,AA-
113545,金能转债,2019-10-14,754113,603113,金能科技,0.03463477,2019-11-07,AA-
123032,万里转债,2019-10-11,370591,300591,万里马,0.0246910339,2019-10-31,A+
128074,游族转债,2019-09-23,072174,002174,游族网络,0.0934667289,2019-10-21,AA-
128075,远东转债,2019-09-23,072406,002406,远东传动,0.0162070033,2019-10-31,AA
113544,桃李转债,2019-09-20,754866,603866,桃李面包,0.03136336,2019-10-15,AA
123031,晶瑞转债,2019-08-29,370655,300655,晶瑞电材,0.0454505144,2019-09-26,A+
128073,哈尔转债,2019-08-22,072615,002615,哈尔斯,0.0383235944,2019-09-11,AA-
128072,翔鹭转债,2019-08-20,072842,002842,翔鹭钨业,0.0311181951,2019-09-16,A-
123030,九洲转债,2019-08-20,370040,300040,九洲集团,0.0412631796,2019-09-12,AA-
113543,欧派转债,2019-08-16,754833,603833,欧派家居,0.05584351,2019-09-04,AA
128071,合兴转债,2019-08-16,072228,002228,合兴包装,0.0859994534,2019-09-16,AA
123029,英科转债,2019-08-16,370677,300677,英科医疗,0.0396417806,2019-09-10,AA
113542,好客转债,2019-08-01,754898,603898,好莱客,0.05555881,2019-08-23,AA
113541,荣晟转债,2019-07-23,754165,603165,荣晟环保,0.06344458,2019-08-13,AA-
113540,南威转债,2019-07-15,754636,603636,南威软件,0.06389058,2019-08-05,AA-
113539,圣达转债,2019-07-03,754079,603079,圣达生物,0.03083319,2019-07-26,A+
128070,智能转债,2019-07-02,072877,002877,智能自控,0.0250998849,2019-07-23,A+
113538,安图转债,2019-06-28,754658,603658,安图生物,0.0347501,2019-07-22,AA
128069,华森转债,2019-06-24,072907,002907,华森制药,0.0185003047,2019-07-11,AA-
123028,清水转债,2019-06-19,370437,300437,清水源,0.0858156853,2019-07-15,A+
113028,环境转债,2019-06-18,783200,601200,上海环境,0.03056044,2019-07-08,AAA
113027,华钰转债,2019-06-14,783020,601020,华钰矿业,0.07222537,2019-07-10,A
123027,蓝晓转债,2019-06-11,370487,300487,蓝晓科技,0.0223459237,2019-07-04,A+
123026,中环转债,2019-06-10,370692,300692,中环环保,0.0540608706,2019-07-01,AA-
113537,文灿转债,2019-06-10,754348,603348,文灿股份,0.10303528,2019-07-05,AA-
128068,和而转债,2019-06-04,072402,002402,和而泰,0.0829312091,2019-07-01,AA-
113536,三星转债,2019-05-31,754578,603578,三星新材,0.03050946,2019-06-24,AA
113535,大业转债,2019-05-09,754278,603278,大业股份,0.03462721,2019-06-03,AA-
128067,一心转债,2019-04-19,072727,002727,一心堂,0.0087007808,2019-05-17,AA
128066,亚泰转债,2019-04-17,072811,002811,郑中设计,0.0085050847,2019-05-14,AA-
110058,永鼎转债,2019-04-16,733105,600105,永鼎股份,0.01438125,2019-05-08,AA-
128065,雅化转债,2019-04-16,072497,002497,雅化集团,0.0631187872,2019-05-10,AA
127013,创维转债,2019-04-15,070810,000810,创维数字,0.026057449886,2019-05-16,AA
113026,核能转债,2019-04-15,783985,601985,中国核电,0.03094856,2019-05-08,AAA
113025,明泰转债,2019-04-10,783677,601677,明泰铝业,0.03045862,2019-05-07,AA
113534,鼎胜转债,2019-04-09,754876,603876,鼎胜新材,0.02076471,2019-04-30,AA-
113024,核建转债,2019-04-08,783611,601611,中国核建,0.01990481,2019-04-26,AAA
128064,司尔转债,2019-04-08,072538,002538,司尔特,0.0203669526,2019-05-07,AA
128063,未来转债,2019-04-03,072631,002631,德尔未来,0.0153655871,2019-04-24,AA-
113533,参林转债,2019-04-03,754233,603233,大参林,0.05458181,2019-04-24,AA
113532,海环转债,2019-04-02,754817,603817,海峡环保,0.01665937,2019-04-24,AA+
128062,亚药转债,2019-04-02,072370,002370,亚太药业,0.0288420421,2019-04-24,CCC
110057,现代转债,2019-04-01,733420,600420,国药现代,0.0356851,2019-04-30,AAA
123025,精测转债,2019-03-29,370567,300567,精测电子,0.0208437619,2019-04-19,AA-
113531,百姓转债,2019-03-29,754883,603883,老百姓,0.03312251,2019-04-22,AA
113530,大丰转债,2019-03-27,754081,603081,大丰实业,0.0213012,2019-04-18,AA-
128061,启明转债,2019-03-27,072439,002439,启明星辰,0.0139363649,2019-04-24,AA
128060,中装转债,2019-03-26,072822,002822,ST中装,0.0508826699,2019-04-15,AA
127012,招路转债,2019-03-22,071965,001965,招商公路,0.0700271066,2019-04-30,AAA
123024,岱勒转债,2019-03-21,370700,300700,岱勒新材,0.01616346,2019-04-17,A+
123023,迪森转债,2019-03-20,370335,300335,迪森股份,0.0215641366,2019-04-16,AA-
110056,亨通转债,2019-03-19,733487,600487,亨通光电,0.01806322,2019-04-16,AA+
123022,长信转债,2019-03-18,370088,300088,长信科技,0.010725538,2019-04-10,AA
110054,通威转债,2019-03-18,733438,600438,通威股份,0.01109199,2019-04-10,AA+
110055,伊力转债,2019-03-15,733197,600197,伊力特,0.01811719,2019-04-04,AA
110053,苏银转债,2019-03-14,733919,600919,江苏银行,0.03898776,2019-04-03,AAA
113022,浙商转债,2019-03-12,783878,601878,浙商证券,0.01731003,2019-03-28,AAA
128059,视源转债,2019-03-11,072841,002841,视源股份,0.0200147652,2019-04-02,AA
113529,绝味转债,2019-03-11,754517,603517,绝味食品,0.00599035,2019-04-02,AA
127011,中鼎转2,2019-03-08,070887,000887,中鼎股份,0.0083065079,2019-04-04,AA+
128058,拓邦转债,2019-03-07,072139,002139,拓邦股份,0.0621462404,2019-04-08,AA
110052,贵广转债,2019-03-05,733996,600996,贵广网络,0.01210083,2019-03-29,AA+
128057,博彦转债,2019-03-05,072649,002649,博彦科技,0.0511156998,2019-04-02,AA-
113021,中信转债,2019-03-04,783998,601998,中信银行,0.01819129,2019-03-19,AAA
123021,万信转2,2019-03-04,370168,300168,万达信息,0.017068646,2019-03-25,AA
113528,长城转债,2019-03-01,754897,603897,长城科技,0.03760017,2019-03-20,AA-
123020,富祥转债,2019-03-01,370497,300497,富祥药业,0.0411827809,2019-03-29,AA-
110051,中天转债,2019-02-28,733522,600522,中天科技,0.01953615,2019-03-22,AA+
128056,今飞转债,2019-02-28,072863,002863,今飞凯达,0.0818663601,2019-03-22,A+
128055,长青转2,2019-02-27,072391,002391,长青股份,0.0268435724,2019-04-03,AA
123019,中来转债,2019-02-25,370393,300393,中来股份,0.0614795007,2019-03-22,AA-
128054,中宠转债,2019-02-15,072891,002891,中宠股份,0.1276370237,2019-03-14,A+
128053,尚荣转债,2019-02-14,072551,002551,尚荣医疗,0.5200326348,2019-03-07,AA
113527,维格转债,2019-01-24,754518,603518,锦泓集团,0.39536999,2019-02-19,AA
113526,联泰转债,2019-01-23,754797,603797,联泰环保,0.14607472,2019-02-18,AA+
127010,平银转债,2019-01-21,070001,000001,平安银行,0.0449482568,2019-02-18,AAA
127009,冰轮转债,2019-01-14,070811,000811,冰轮环境,0.141276623856,2019-02-21,AA
128052,凯龙转债,2018-12-21,072783,002783,凯龙股份,1.4421909747,2019-01-21,AA
123018,溢利转债,2018-12-20,370381,300381,溢多利,2.3484938968,2019-01-23,AA-
110050,佳都转债,2018-12-19,733728,600728,佳都科技,2.35026973,2019-01-21,AA
110049,海尔转债,2018-12-18,733690,600690,海尔智家,0.03930317,2019-01-18,AAA
113525,台华转债,2018-12-17,754055,603055,台华新材,0.42144701,2019-01-11,AA
113524,奇精转债,2018-12-14,754677,603677,奇精机械,0.57410425,2019-01-07,AA-
128051,光华转债,2018-12-14,072741,002741,光华科技,0.4370698959,2019-01-09,AA-
128050,钧达转债,2018-12-10,072865,002865,钧达股份,0.8560442402,2018-12-27,AA-
113523,伟明转债,2018-12-10,754568,603568,伟明环保,0.34843949,2018-12-26,AA
110048,福能转债,2018-12-07,733483,600483,福能股份,0.19595459,2018-12-28,AA+
128049,华源转债,2018-11-27,072787,002787,华源控股,0.952148336,2018-12-20,AA-
113522,旭升转债,2018-11-22,754305,603305,旭升集团,0.317543,2018-12-11,AA
110047,山鹰转债,2018-11-21,733567,600567,山鹰国际,0.49667669,2018-12-10,AA
123017,寒锐转债,2018-11-20,370618,300618,寒锐钴业,0.3721591008,2018-12-24,AA-
110046,圆通转债,2018-11-20,733233,600233,圆通速递,0.20843998,2018-12-18,AA+
113020,桐昆转债,2018-11-19,783233,601233,桐昆股份,0.19196912,2018-12-12,AA+
113521,科森转债,2018-11-16,754626,603626,科森科技,0.32887409,2018-12-07,AA
127008,特发转债,2018-11-16,070070,000070,ST特信,0.1677083789,2018-12-25,AA
128048,张行转债,2018-11-12,072839,002839,张家港行,0.3569710111,2018-11-29,AA+
113520,百合转债,2018-11-08,754313,603313,梦百合,0.22737995,2018-11-26,AA-
123016,洲明转债,2018-11-07,370232,300232,洲明科技,0.3063894918,2018-12-03,AA-
113519,长久转债,2018-11-07,754569,603569,长久物流,0.4128490065,2018-11-30,AA
128047,光电转债,2018-11-05,072179,002179,中航光电,0.0717898426,2018-12-07,AA+
128046,利尔转债,2018-10-17,072258,002258,利尔化学,0.183557581,2018-11-09,AA
113518,顾家转债,2018-09-12,754816,603816,顾家家居,1.24751451,2018-10-09,AA
128045,机电转债,2018-08-27,072013,002013,中航机电,0.1194692841,2018-09-14,AAA
128044,岭南转债,2018-08-14,072717,002717,ST岭南,0.8721686997,2018-09-04,C
123015,蓝盾转退,2018-08-13,370297,300297,蓝盾退,1.2723052265,2018-09-13,CC
404001,蓝盾退债,2018-08-13,370297,400194,R蓝盾1,1.2723052265,2023-09-18,CC
113517,曙光转债,2018-08-06,754019,603019,中科曙光,1.93242237,2018-08-23,AA
128043,东音转债,2018-08-02,072793,002793,罗欣药业,0.2131737173,2018-08-27,AA
113516,苏农转债,2018-08-02,754323,603323,苏农银行,0.50867203,2018-08-20,AA+
128042,凯中转债,2018-07-30,072823,002823,凯中精密,0.1981213289,2018-09-03,AA-
123014,凯发转债,2018-07-27,370407,300407,凯发电气,0.4544232201,2018-08-21,A+
113515,高能转债,2018-07-26,754588,603588,高能环境,0.33663516,2018-08-27,AA
123013,横河转债,2018-07-26,370539,300539,横河精密,0.1497632298,2018-08-20,A+
113514,威帝转债,2018-07-20,754023,603023,威帝股份,0.28316098,2018-08-13,A+
123012,万顺转债,2018-07-20,370057,300057,万顺新材,1.7253346677,2018-08-29,AA-
123011,德尔转债,2018-07-18,370473,300473,德尔股份,0.3253360078,2018-08-14,AA-
128041,盛路转债,2018-07-17,072446,002446,盛路通信,0.6087166663,2018-08-14,A+
110045,海澜转债,2018-07-13,733398,600398,海澜之家,1.01983687,2018-07-31,AA+
113513,安井转债,2018-07-12,754345,603345,安井食品,0.11499054,2018-07-31,AA
113512,景旺转债,2018-07-06,754228,603228,景旺电子,0.22969178,2018-07-24,AA
123010,博世转债,2018-07-05,370422,300422,博世科,0.3606992578,2018-08-14,A
127007,湖广转债,2018-06-28,070665,000665,湖北广电,1.0127940397,2018-08-01,AA+
110044,广电转债,2018-06-27,733831,600831,ST广网,0.41387489,2018-07-24,AA
113511,千禾转债,2018-06-20,754027,603027,千禾味业,0.14273811,2018-07-10,AA-
113510,再升转债,2018-06-19,754601,603601,再升科技,0.06305227,2018-07-13,AA-
128040,华通转债,2018-06-14,072758,002758,浙农股份,0.0430924584,2018-07-13,AA
128039,三力转债,2018-06-08,072224,002224,三力士,0.1334178334,2018-06-29,A+
113509,新泉转债,2018-06-04,754179,603179,新泉股份,0.03063662,2018-06-22,AA
113508,新凤转债,2018-04-26,754225,603225,新凤鸣,0.23361055,2018-05-16,AA
113507,天马转债,2018-04-17,754668,603668,天马科技,0.0297476,2018-05-07,AA-
113506,鼎信转债,2018-04-16,754421,603421,鼎信通讯,0.0720467,2018-05-14,AA
128038,利欧转债,2018-03-22,072131,002131,利欧股份,0.2701763885,2018-04-19,AA
128037,岩土转债,2018-03-15,072542,002542,中化岩土,0.0901341006,2018-04-25,AA
127006,敖东转债,2018-03-13,070623,000623,吉林敖东,0.1237646368,2018-05-11,AA+
127005,长证转债,2018-03-12,070783,000783,长江证券,0.1239858672,2018-04-11,AAA
128036,金农转债,2018-03-09,072548,002548,金新农,0.0497315872,2018-04-02,A-
123009,星源转债,2018-03-07,370568,300568,星源材质,0.040900838,2018-04-10,AA
113505,杭电转债,2018-03-06,754618,603618,杭电股份,0.08433624,2018-03-27,AA
113504,艾华转债,2018-03-02,754989,603989,艾华集团,0.02186045,2018-03-23,AA
113019,玲珑转债,2018-03-01,783966,601966,玲珑轮胎,0.2118095,2018-03-22,AA+
128035,大族转债,2018-02-06,072008,002008,大族激光,0.1958289975,2018-03-05,AA+
123008,康泰转债,2018-02-01,370601,300601,康泰生物,0.0258361808,2018-03-19,AA-
110043,无锡转债,2018-01-30,733908,600908,无锡银行,0.18813428,2018-03-14,AA+
128034,江银转债,2018-01-26,072807,002807,江阴银行,0.1388860765,2018-02-14,AA+
113018,常熟转债,2018-01-19,783128,601128,常熟银行,0.19235421,2018-02-06,AA+
123007,道氏转债,2017-12-28,370409,300409,道氏技术,0.0718270362,2018-01-26,AA-
128033,迪龙转债,2017-12-27,072658,002658,雪迪龙,0.0386994433,2018-01-29,AA
113017,吉视转债,2017-12-27,783929,601929,吉视传媒,0.39953747,2018-01-15,AA+
110042,航电转债,2017-12-25,733372,600372,中航机载,0.19683703,2018-01-15,AAA
128032,双环转债,2017-12-25,072472,002472,双环传动,0.0824623999,2018-01-25,AA
128030,天康转债,2017-12-22,072100,002100,天康生物,0.061818344,2018-01-29,AA
110041,蒙电转债,2017-12-22,733863,600863,内蒙华电,0.26659535,2018-01-09,AAA
128029,太阳转债,2017-12-22,072078,002078,太阳纸业,0.0430740717,2018-01-16,AA+
128028,赣锋转债,2017-12-21,072460,002460,赣锋锂业,0.0612867536,2018-01-19,AA
123006,东财转债,2017-12-20,370059,300059,东方财富,0.4036125764,2018-01-29,AA+
123005,万信转债,2017-12-19,370168,300168,万达信息,0.0806532888,2018-01-30,AA
123004,铁汉转债,2017-12-18,370197,300197,节能铁汉,0.0594310767,2018-01-26,AA
128027,崇达转债,2017-12-15,072815,002815,崇达技术,0.0186920436,2018-01-22,AA
113503,泰晶转债,2017-12-15,754738,603738,泰晶科技,0.00934887,2018-01-02,AA
128026,众兴转债,2017-12-13,072772,002772,众兴菌业,0.0562980296,2018-01-03,AA-
123003,蓝思转债,2017-12-08,370433,300433,蓝思科技,0.330406672,2018-01-17,AA+
128025,特一转债,2017-12-06,072728,002728,特一药业,0.0053821036,2017-12-28,AA-
128024,宁行转债,2017-12-05,072142,002142,宁波银行,0.0522117418,2018-01-12,AAA
128023,亚太转债,2017-12-04,072284,002284,亚太股份,0.0245376003,2017-12-26,AA
128022,众信转债,2017-12-01,072707,002707,众信旅游,0.0033737505,2017-12-28,BBB
128021,兄弟转债,2017-11-28,072562,002562,兄弟科技,0.0013344475,2017-12-27,AA
110040,生益转债,2017-11-24,733183,600183,生益科技,0.00565852,2017-12-11,AA+
123002,国祯转债,2017-11-24,370388,300388,节能国祯,0.0038855802,2017-12-25,AA
110039,宝信转债,2017-11-17,733845,600845,宝信软件,0.00788728,2017-12-05,AA+
128020,水晶转债,2017-11-17,072273,002273,水晶光电,0.0044256667,2017-12-12,AA
110038,济川转债,2017-11-13,733566,600566,济川药业,0.01157125,2017-11-29,AA
113502,嘉澳转债,2017-11-10,754822,603822,嘉澳环保,0.00137415,2017-11-27,AA-
128019,久立转2,2017-11-08,072318,002318,久立特材,0.0050797097,2017-12-01,AA
128018,时达转债,2017-11-06,072527,002527,新时达,0.0040705857,2017-12-04,AA
113016,小康转债,2017-11-06,783127,601127,赛力斯,0.00291446,2017-11-21,AA-
113015,隆基转债,2017-11-02,783012,601012,隆基绿能,0.00908429,2017-11-20,AA+
128017,金禾转债,2017-11-01,072597,002597,金禾实业,0.001272845,2017-11-27,AA
113014,林洋转债,2017-10-27,783222,601222,林洋能源,0.00294586,2017-11-13,AA
128016,雨虹转债,2017-09-25,072271,002271,东方雨虹,0.0013187948,2017-10-20,AA+
113013,国君转债,2017-07-07,783211,601211,国泰海通,0.0809703908,2017-07-24,AAA
128015,久其转债,2017-06-08,072279,002279,久其软件,2.3814174467,2017-06-27,A
127004,模塑转债,2017-06-02,070700,000700,模塑科技,0.508641,2017-06-26,AA-
128014,永东转债,2017-04-17,072753,002753,永东股份,1.322866,2017-05-12,AA-
113012,骆驼转债,2017-03-24,783311,601311,骆驼股份,0.15814823,2017-04-13,AA
113011,光大转债,2017-03-17,783818,601818,光大银行,0.4999251,2017-04-05,AAA
128013,洪涛转债,2016-07-29,072325,002325,*ST洪涛,0.35024,2016-08-23,CCC
127003,海印转债,2016-06-08,070861,000861,海印股份,0.099788,2016-07-01,AA-
128012,辉丰转债,2016-04-21,072496,002496,*ST辉丰,0.9877089047,2016-05-17,A
113010,江南转债,2016-03-18,783199,601199,江南水务,0.11007853,2016-04-05,AA
128011,汽模转债,2016-03-02,072510,002510,天汽模,0.2163201617,2016-03-24,AA
110035,白云转债,2016-02-26,733004,600004,白云机场,0.08414922,2016-03-15,AAA
128010,蔚蓝转债,2016-01-22,072245,002245,蔚蓝锂芯,0.637541,2016-02-23,AA
113009,广汽转债,2016-01-22,783238,601238,广汽集团,0.24689559,2016-02-04,AAA
110034,九州转债,2016-01-15,733998,600998,九州通,0.10112394,2016-01-29,AA+
110033,国贸转债,2016-01-05,733755,600755,厦门国贸,0.1081244,2016-01-19,AAA
110032,三一转债,2016-01-04,733031,600031,三一重工,0.36890926,2016-01-18,AA+
123001,蓝标转债,2015-12-18,370058,300058,蓝色光标,0.058213,2016-01-08,AA
110031,航信转债,2015-06-12,733271,600271,航天信息,0.0322132,2015-06-30,AAA
113008,电气转债,2015-02-02,783727,601727,上海电气,0.28416309847,2015-02-16,AAA
110030,格力转债,2014-12-25,733185,600185,珠免集团,0.2847346,2015-01-13,AA
128009,歌尔转债,2014-12-12,072241,002241,歌尔股份,0.119658,2014-12-26,AA+
113501,洛钼转债,2014-12-02,754993,603993,洛阳钼业,0.32164493,2014-12-16,AA+
110029,浙能转债,2014-10-13,733023,600023,浙能电力,0.86151118,2014-10-28,AAA
128008,齐峰转债,2014-09-15,072521,002521,齐峰新材,0.219432,2014-10-10,AA
113007,吉视转债,2014-09-05,783929,601929,吉视传媒,0.16027924,2014-09-25,AA+
128007,通鼎转债,2014-08-15,072491,002491,通鼎互联,0.221326,2014-09-05,AA-
110028,冠城转债,2014-07-18,733067,600067,冠城新材,0.63246803,2014-08-01,AA
110027,东方转债,2014-07-10,733875,600875,东方电气,1.27810498,2014-07-25,AAA
128006,长青转债,2014-06-20,072391,002391,长青股份,1.958002,2014-07-09,AA
110025,国金转债,2014-05-14,733109,600109,国金证券,1.13354136,2014-06-03,AA+
128005,齐翔转债,2014-04-18,072408,002408,齐翔腾达,0.380908,2014-05-13,AA
128004,久立转债,2014-02-25,072318,002318,久立特材,2.7896911976,2014-03-14,AA
113006,深燃转债,2013-12-13,783139,601139,深圳燃气,0.58749396,2013-12-27,AA+
113005,平安转债,2013-11-22,783318,601318,中国平安,3.41767462,2013-12-09,AAA
127002,徐工转债,2013-10-25,070425,000425,徐工机械,3.048575,2013-11-15,AAA
110024,隧道转债,2013-09-13,733820,600820,隧道股份,0.99924365,2013-09-30,AA+
128003,华天转债,2013-08-12,072185,002185,华天科技,1.6848595662,2013-08-28,AA
128002,东华转债,2013-07-26,072065,002065,东华软件,0.067268,2013-08-19,AA
110023,民生转债,2013-03-15,733016,600016,民生银行,0.36815827,2013-03-29,AA+
128001,泰尔转债,2013-01-09,072347,002347,泰尔股份,2.3282201555,2013-01-28,AA
127001,海直转债,2012-12-19,070099,000099,中信海直,0.823505,2013-01-07,AA+
110022,同仁转债,2012-12-04,733085,600085,同仁堂,0.77846936,2012-12-18,AAA
110020,南山转债,2012-10-16,733219,600219,南山铝业,0.80618459,2012-10-31,AA
113003,重工转债,2012-06-04,783989,601989,中国重工,0.45930473,2012-06-18,AAA
110019,恒丰转债,2012-03-23,733356,600356,恒丰纸业,0.4167605664,2012-04-12,AA
110018,国电转债,2011-08-19,733795,600795,国电电力,1.08876067,2011-09-02,AAA
